model,generation,problem_key,top25_count
gemma,gen_2,p01609 one,0
gemma,gen_2,p01684 venn diagram,0
gemma,gen_2,p01691 disappear drive,0
gemma,gen_2,p01797 kimagure cleaner,0
gemma,gen_2,p01856 typhoon,0
gemma,gen_2,p01963 separate string,0
gemma,gen_2,p01991 namo cut,0
gemma,gen_2,p02014 rough sorting,0
gemma,gen_2,p02033 arrow,0
gemma,gen_2,p02042 absum,0
gemma,gen_2,p02069 universal and existential quantifiers,0
gemma,gen_2,p02117 picnic,0
gemma,gen_2,p02157 shuffle 2,0
gemma,gen_2,p02185 many decimal integers,0
gemma,gen_2,p02211 apple adventure,0
gemma,gen_2,p02216 array game,0
gemma,gen_2,p02257 prime numbers,0
gemma,gen_2,p02278 minimum cost sort,0
gemma,gen_2,p02365 minimum cost arborescence,0
gemma,gen_2,p02408 finding missing cards,0
gemma,gen_2,p02472 addition of big integers,0
gemma,gen_2,p02539 acl beginner contest heights and pairs,0
gemma,gen_2,p02574 atcoder beginner contest 177 coprime,0
gemma,gen_2,p02610 aising programming contest 2020 camel train,0
gemma,gen_2,p02630 atcoder beginner contest 171 replacing,0
gemma,gen_2,p02744 panasonic programming contest 2020 string equivalence,0
gemma,gen_2,p02761 atcoder beginner contest 157 guess the number,0
gemma,gen_2,p02781 atcoder beginner contest 154 almost everywhere zero,0
gemma,gen_2,p02807 dwango programming contest 6th fusing slimes,0
gemma,gen_2,p02838 atcoder beginner contest 147 xor sum 4,0
gemma,gen_2,p02868 nikkei programming contest 2019 2 shortest path on a line,0
gemma,gen_2,p02876 atcoder grand contest 040 balance beam,0
gemma,gen_2,p02916 atcoder beginner contest 140 buffet,0
gemma,gen_2,p03010 diverta 2019 programming contest 2 diverta city,0
gemma,gen_2,p03013 atcoder beginner contest 129 typical stairs,0
gemma,gen_2,p03031 atcoder beginner contest 128 switches,0
gemma,gen_2,p03069 tenka1 programmer beginner contest 2019 stones,0
gemma,gen_2,p03072 atcoder beginner contest 124 great ocean view,0
gemma,gen_2,p03107 atcoder beginner contest 120 unification,0
gemma,gen_2,p03111 atcoder beginner contest 119 synthetic kadomatsu,0
gemma,gen_2,p03143 nikkei programming contest 2019 weights on vertices and edges,0
gemma,gen_2,p03194 caddi 2018 for beginners product and gcd,0
gemma,gen_2,p03214 dwango programming contest v thumbnail,0
gemma,gen_2,p03258 atcoder grand contest 027 abbreviate,0
gemma,gen_2,p03294 atcoder beginner contest 103 modulo summation,0
gemma,gen_2,p03297 atcoder grand contest 026 rng 10s,0
gemma,gen_2,p03343 atcoder regular contest 098 range minimum queries,0
gemma,gen_2,p03361 atcoder beginner contest 096 grid repainting 2,0
gemma,gen_2,p03452 atcoder regular contest 090 people on a line,0
gemma,gen_2,p03474 atcoder beginner contest 084 postal code,0
gemma,gen_2,p03503 atcoder beginner contest 080 shopping street,0
gemma,gen_2,p03616 atcoder regular contest 082 sandglass,0
gemma,gen_2,p03725 atcoder grand contest 014 closed rooms,0
gemma,gen_2,p03794 mujin programming challenge 2017 oriented tree,0
gemma,gen_2,p03837 atcoder beginner contest 051 candidates of no shortest paths,0
gemma,gen_2,p03839 atcoder grand contest 008 contiguous repainting,0
gemma,gen_2,p03963 atcoder beginner contest 046 painting balls with atcodeer,0
gemma,gen_2,p03986 atcoder grand contest 005 string,0
gemma,gen_2,p04048 atcoder grand contest 001 mysterious light,0
gemma,gen_3,1000 c covered points count,0
gemma,gen_3,1011 a stages,0
gemma,gen_3,1012 b chemical table,0
gemma,gen_3,1025 b weakened common divisor,0
gemma,gen_3,1025 d recovering bst,0
gemma,gen_3,1027 e inverse coloring,0
gemma,gen_3,1030 e vasya and good sequences,0
gemma,gen_3,1037 e trips,0
gemma,gen_3,1043 a elections,0
gemma,gen_3,1045 d interstellar battle,0
gemma,gen_3,1054 b appending mex,0
gemma,gen_3,1062 d fun with integers,0
gemma,gen_3,1068 d array without local maximums,0
gemma,gen_3,1070 c cloud computing,0
gemma,gen_3,1081 d maximum distance,0
gemma,gen_3,1081 g mergesort strikes back,0
gemma,gen_3,1084 c the fair nut and string,0
gemma,gen_3,1090 c new year presents,0
gemma,gen_3,1097 b petr and a combination lock,0
gemma,gen_3,110 b lucky string,0
gemma,gen_3,1100 d dasha and chess,0
gemma,gen_3,1103 e radix sum,0
gemma,gen_3,1109 f sasha and algorithm of silence s sounds,0
gemma,gen_3,1117 f crisp string,0
gemma,gen_3,1129 a2 toy train,0
gemma,gen_3,1139 c edgy trees,0
gemma,gen_3,1140 b good string,0
gemma,gen_3,1144 b parity alternated deletions,0
gemma,gen_3,1148 c crazy diamond,0
gemma,gen_3,1149 e election promises,0
gemma,gen_3,1155 a reverse a substring,0
gemma,gen_3,1158 f density of subarrays,0
gemma,gen_3,1165 a remainder,0
gemma,gen_3,1169 e and reachability,0
gemma,gen_3,1173 e2 nauuo and pictures hard version,0
gemma,gen_3,1187 g gang up,0
gemma,gen_3,1189 a keanu reeves,0
gemma,gen_3,1189 d1 add on a tree,0
gemma,gen_3,1191 c tokitsukaze and discard items,0
gemma,gen_3,1195 d2 submarine in the rybinsk sea hard edition,0
gemma,gen_3,1198 a mp3,0
gemma,gen_3,1199 e matching vs independent set,0
gemma,gen_3,12 b correct solution,0
gemma,gen_3,120 c winnie the pooh and honey,0
gemma,gen_3,1202 c you are given a wasd string,0
gemma,gen_3,1208 a xorinacci,0
gemma,gen_3,1208 d restore permutation,0
gemma,gen_3,121 c lucky permutation,0
gemma,gen_3,1216 d swords,0
gemma,gen_3,1225 b1 tv subscriptions easy version,0
gemma,gen_3,1227 a math problem,0
gemma,gen_3,1227 d1 optimal subsequences easy version,0
gemma,gen_3,1236 a stones,0
gemma,gen_3,124 d squares,0
gemma,gen_3,1244 g running in pairs,0
gemma,gen_3,1249 d1 too many segments easy version,0
gemma,gen_3,1251 e1 voting easy version,0
gemma,gen_3,1253 f cheap robot,0
gemma,gen_3,1256 e yet another division into teams,0
gemma,gen_3,1264 a beautiful regional contest,0
gemma,gen_3,1269 e k integers,0
gemma,gen_3,1277 e two fairs,0
gemma,gen_3,1290 a mind control,0
gemma,gen_3,1291 e prefix enlightenment,0
gemma,gen_3,1305 b kuroni and simple strings,0
gemma,gen_3,1310 b double elimination,0
gemma,gen_3,1311 f moving points,0
gemma,gen_3,1315 d recommendations,0
gemma,gen_3,1323 d present,0
gemma,gen_3,1323 f reality show,0
gemma,gen_3,1328 f make k equal,0
gemma,gen_3,1332 g no monotone triples,0
gemma,gen_3,1334 d minimum euler cycle,0
gemma,gen_3,1342 e placing rooks,0
gemma,gen_3,1344 a hilbert s hotel,0
gemma,gen_3,1348 f phoenix and memory,0
gemma,gen_3,1349 d slime and biscuits,0
gemma,gen_3,1354 f summoning minions,0
gemma,gen_3,1359 d yet another yet another task,0
gemma,gen_3,136 b ternary logic,0
gemma,gen_3,1366 a shovels and swords,0
gemma,gen_3,1369 d tediouslee,0
gemma,gen_3,1384 d gamegame,0
gemma,gen_3,1386 a colors,0
gemma,gen_3,1398 a bad triangle,0
gemma,gen_3,1408 a circle coloring,0
gemma,gen_3,141 c queue,0
gemma,gen_3,1413 f roads and ramen,0
gemma,gen_3,1416 d graph and queries,0
gemma,gen_3,1420 d rescue nibel,0
gemma,gen_3,1421 b putting bricks in the wall,0
gemma,gen_3,1427 d unshuffling a deck,0
gemma,gen_3,143 a help vasilisa the wise 2,0
gemma,gen_3,1450 d rating compression,0
gemma,gen_3,1455 f string and operations,1
gemma,gen_3,1458 b glass half spilled,0
gemma,gen_3,1463 b find the array,0
gemma,gen_3,147 b smile house,0
gemma,gen_3,1470 e strange permutation,0
gemma,gen_3,1473 g tiles,0
gemma,gen_3,1474 b different divisors,0
gemma,gen_3,148 b escape,0
gemma,gen_3,149 d coloring brackets,0
gemma,gen_3,1490 d permutation transformation,0
gemma,gen_3,1506 f triangular paths,0
gemma,gen_3,1513 c add one,0
gemma,gen_3,152 e garden,0
gemma,gen_3,1525 d armchairs,0
gemma,gen_3,1534 d lost tree,0
gemma,gen_3,1539 d pricefixed,0
gemma,gen_3,1540 c1 converging array easy version,0
gemma,gen_3,1543 b customising the track,0
gemma,gen_3,155 a i love username,0
gemma,gen_3,157 a game outcome,0
gemma,gen_3,174 e ancient berland hieroglyphs,0
gemma,gen_3,177 c1 party,0
gemma,gen_3,178 a1 educational game,0
gemma,gen_3,187 b algorace,0
gemma,gen_3,204 d little elephant and retro strings,0
gemma,gen_3,219 a k string,0
gemma,gen_3,223 c partial sums,0
gemma,gen_3,235 d graph game,0
gemma,gen_3,242 c king s path,0
gemma,gen_3,248 a cupboards,0
gemma,gen_3,25 d roads not only in berland,0
gemma,gen_3,259 b little elephant and magic square,0
gemma,gen_3,260 b ancient prophesy,0
gemma,gen_3,272 b dima and sequence,0
gemma,gen_3,277 c game,0
gemma,gen_3,287 d shifting,0
gemma,gen_3,294 a shaass and oskols,0
gemma,gen_3,300 a array,0
gemma,gen_3,312 d cats transport,0
gemma,gen_3,316 b2 ekg,0
gemma,gen_3,323 c two permutations,0
gemma,gen_3,325 d reclamation,0
gemma,gen_3,331 a2 oh sweet beaverette,0
gemma,gen_3,331 d2 escaping on beaveractor,0
gemma,gen_3,335 b palindrome,0
gemma,gen_3,341 b bubble sort graph,0
gemma,gen_3,348 a mafia,0
gemma,gen_3,348 e pilgrims,0
gemma,gen_3,352 e jeff and brackets,0
gemma,gen_3,354 e lucky number representation,0
gemma,gen_3,361 c levko and array recovery,0
gemma,gen_3,364 d ghd,0
gemma,gen_3,366 d dima and trap graph,0
gemma,gen_3,38 c blinds,0
gemma,gen_3,388 c fox and card game,0
gemma,gen_3,40 b repaintings,0
gemma,gen_3,405 e graph cutting,0
gemma,gen_3,415 e mashmokh and reverse operation,0
gemma,gen_3,42 a guilty to the kitchen,0
gemma,gen_3,421 d bug in code,0
gemma,gen_3,425 a sereja and swaps,0
gemma,gen_3,436 d pudding monsters,0
gemma,gen_3,438 a the child and toy,0
gemma,gen_3,443 b kolya and tandem repeat,0
gemma,gen_3,459 e pashmak and graph,0
gemma,gen_3,465 c no to palindromes,0
gemma,gen_3,494 a treasure,0
gemma,gen_3,5 a chat server s outgoing traffic,0
gemma,gen_3,500 c new year book reading,0
gemma,gen_3,505 b mr kitayuta s colorful graph,0
gemma,gen_3,516 c drazil and park,0
gemma,gen_3,519 b a and b and compilation errors,0
gemma,gen_3,521 c pluses everywhere,0
gemma,gen_3,526 a king of thieves,0
gemma,gen_3,529 c rooks and rectangles,0
gemma,gen_3,548 e mike and foam,0
gemma,gen_3,554 c kyoya and colored balls,0
gemma,gen_3,556 c case of matryoshkas,0
gemma,gen_3,56 e domino principle,0
gemma,gen_3,566 c logistical questions,0
gemma,gen_3,580 b kefa and company,0
gemma,gen_3,580 d kefa and dishes,0
gemma,gen_3,586 f lizard era beginning,0
gemma,gen_3,587 d duff in mafia,0
gemma,gen_3,593 c beautiful function,0
gemma,gen_3,602 a two bases,0
gemma,gen_3,602 c the two routes,0
gemma,gen_3,604 a uncowed forces,0
gemma,gen_3,609 b the best gift,0
gemma,gen_3,614 c peter and snow blower,0
gemma,gen_3,615 a bulbs,0
gemma,gen_3,618 b guess the permutation,0
gemma,gen_3,621 d rat kwesh and cheese,0
gemma,gen_3,624 d array gcd,0
gemma,gen_3,626 d jerry s protest,0
gemma,gen_3,633 h fibonacci ish ii,0
gemma,gen_3,638 d three dimensional turtle super computer,0
gemma,gen_3,650 b image preview,0
gemma,gen_3,663 a rebus,0
gemma,gen_3,67 e save the city,0
gemma,gen_3,673 a bear and game,0
gemma,gen_3,673 c bear and colors,0
gemma,gen_3,675 e trains and statistic,0
gemma,gen_3,685 d kay and eternity,0
gemma,gen_3,698 b fix a tree,0
gemma,gen_3,7 b memory manager,0
gemma,gen_3,708 c centroids,0
gemma,gen_3,709 e centroids,0
gemma,gen_3,716 d complete the graph,0
gemma,gen_3,719 e sasha and array,0
gemma,gen_3,724 f uniformly branched trees,0
gemma,gen_3,746 f music in car,0
gemma,gen_3,747 c servers,0
gemma,gen_3,754 b ilya and tic tac toe game,0
gemma,gen_3,757 d felicity s big secret revealed,0
gemma,gen_3,76 f tourist,0
gemma,gen_3,760 f bacterial melee,0
gemma,gen_3,789 a anastasia and pebbles,0
gemma,gen_3,79 d password,0
gemma,gen_3,793 f julia the snail,0
gemma,gen_3,794 c naming company,0
gemma,gen_3,799 d field expansion,0
gemma,gen_3,80 c heroes,0
gemma,gen_3,808 g anthem of berland,0
gemma,gen_3,825 e minimal labels,0
gemma,gen_3,83 c track,0
gemma,gen_3,833 a the meaningless game,0
gemma,gen_3,846 b math show,0
gemma,gen_3,848 c goodbye souvenir,0
gemma,gen_3,851 b arpa and an exam about geometry,0
gemma,gen_3,860 c tests renumeration,0
gemma,gen_3,867 d gotta go fast,0
gemma,gen_3,870 a search for pretty integers,0
gemma,gen_3,875 d high cry,0
gemma,gen_3,891 d sloth,0
gemma,gen_3,893 a chess for three,0
gemma,gen_3,896 e welcome home chtholly,0
gemma,gen_3,9 e interesting graph and apples,0
gemma,gen_3,901 d weighting a tree,0
gemma,gen_3,903 d almost difference,0
gemma,gen_3,918 a eleven,0
gemma,gen_3,920 e connected components,0
gemma,gen_3,924 a mystical mosaic,0
gemma,gen_3,924 c riverside curio,0
gemma,gen_3,925 e may holidays,0
gemma,gen_3,937 d sleepy game,0
gemma,gen_3,958 e2 guard duty medium,0
gemma,gen_3,962 f simple cycles edges,0
gemma,gen_3,963 b destruction of a tree,0
gemma,gen_3,967 d resource distribution,0
gemma,gen_3,980 e the number games,0
gemma,gen_3,985 a chess placing,0
gemma,gen_3,989 e a trance of nightfall,0
gemma,gen_3,990 e post lamps,0
gemma,gen_3,993 d compute power,0
gemma,gen_3,999 f cards and joy,0
gemma,gen_3,p00025 hit and blow,0
gemma,gen_3,p00054 sum of nth decimal places,0
gemma,gen_3,p00156 moats around the castle,0
gemma,gen_3,p00163 highway toll,0
gemma,gen_3,p00167 bubble sort,0
gemma,gen_3,p00264 east wind,0
gemma,gen_3,p00386 gathering,0
gemma,gen_3,p00395 maze and items,0
gemma,gen_3,p00447 searching constellation,0
gemma,gen_3,p00573 commuter pass,0
gemma,gen_3,p00676 knd is so sexy,0
gemma,gen_3,p00680 knd factory,0
gemma,gen_3,p00698 missing numbers,0
gemma,gen_3,p00720 earth observation with a mobile robot team,0
gemma,gen_3,p00738 roll a big ball,0
gemma,gen_3,p00748 pollock s conjecture,0
gemma,gen_3,p00781 lattice practices,0
gemma,gen_3,p00786 but we need a diagram,0
gemma,gen_3,p00819 unreliable message,0
gemma,gen_3,p00822 weather forecast,0
gemma,gen_3,p00918 dragon s cruller,0
gemma,gen_3,p00943 routing a marathon race,0
gemma,gen_3,p00950 infallibly crack perplexing cryptarithm,0
gemma,gen_3,p01051 squid ink,0
gemma,gen_3,p01076 graph making,0
gemma,gen_3,p01083 redblue,0
gemma,gen_3,p01086 short phrase,0
gemma,gen_3,p01103 a garden with ponds,0
gemma,gen_3,p01123 let s move tiles,0
gemma,gen_3,p01219 private teacher,0
gemma,gen_3,p01240 oil company,0
gemma,gen_3,p01262 adaptive time slicing quantization,0
gemma,gen_3,p01280 galaxy wide web service,0
gemma,gen_3,p01458 kth sentence,0
gemma,gen_3,p01576 exciting bicycle,0
gemma,gen_3,p01684 venn diagram,0
gemma,gen_3,p01691 disappear drive,0
gemma,gen_3,p01694 step aerobics,0
gemma,gen_3,p01801 wall making game,0
gemma,gen_3,p01838 optimal tournament,0
gemma,gen_3,p01856 typhoon,0
gemma,gen_3,p01878 destiny draw,0
gemma,gen_3,p01935 protect from the enemy attack,0
gemma,gen_3,p01963 separate string,0
gemma,gen_3,p01970 the diversity of prime factorization,0
gemma,gen_3,p01974 pigeonhole principle,0
gemma,gen_3,p01991 namo cut,0
gemma,gen_3,p02014 rough sorting,0
gemma,gen_3,p02033 arrow,0
gemma,gen_3,p02069 universal and existential quantifiers,0
gemma,gen_3,p02110 settler,0
gemma,gen_3,p02117 picnic,0
gemma,gen_3,p02120 cluster network,0
gemma,gen_3,p02137 special chat,0
gemma,gen_3,p02157 shuffle 2,0
gemma,gen_3,p02185 many decimal integers,0
gemma,gen_3,p02211 apple adventure,0
gemma,gen_3,p02216 array game,0
gemma,gen_3,p02257 prime numbers,0
gemma,gen_3,p02278 minimum cost sort,0
gemma,gen_3,p02365 minimum cost arborescence,0
gemma,gen_3,p02408 finding missing cards,0
gemma,gen_3,p02425 bit flag,0
gemma,gen_3,p02537 acl beginner contest flat subsequence,0
gemma,gen_3,p02574 atcoder beginner contest 177 coprime,0
gemma,gen_3,p02603 m solutions programming contest 2020 road to millionaire,0
gemma,gen_3,p02610 aising programming contest 2020 camel train,0
gemma,gen_3,p02630 atcoder beginner contest 171 replacing,0
gemma,gen_3,p02668 nomura programming competition 2020 sorting game,0
gemma,gen_3,p02670 atcoder grand contest 044 joker,0
gemma,gen_3,p02744 panasonic programming contest 2020 string equivalence,0
gemma,gen_3,p02761 atcoder beginner contest 157 guess the number,0
gemma,gen_3,p02781 atcoder beginner contest 154 almost everywhere zero,0
gemma,gen_3,p02799 keyence programming contest 2020 bichromization,0
gemma,gen_3,p02807 dwango programming contest 6th fusing slimes,0
gemma,gen_3,p02834 atcoder beginner contest 148 playing tag on tree,0
gemma,gen_3,p02838 atcoder beginner contest 147 xor sum 4,0
gemma,gen_3,p02868 nikkei programming contest 2019 2 shortest path on a line,0
gemma,gen_3,p02876 atcoder grand contest 040 balance beam,0
gemma,gen_3,p02896 atcoder grand contest 039 min product sum,0
gemma,gen_3,p02943 atcoder grand contest 037 reversing and concatenating,0
gemma,gen_3,p03013 atcoder beginner contest 129 typical stairs,0
gemma,gen_3,p03031 atcoder beginner contest 128 switches,0
gemma,gen_3,p03052 diverta 2019 programming contest edge ordering,0
gemma,gen_3,p03072 atcoder beginner contest 124 great ocean view,0
gemma,gen_3,p03111 atcoder beginner contest 119 synthetic kadomatsu,0
gemma,gen_3,p03143 nikkei programming contest 2019 weights on vertices and edges,0
gemma,gen_3,p03214 dwango programming contest v thumbnail,0
gemma,gen_3,p03258 atcoder grand contest 027 abbreviate,0
gemma,gen_3,p03294 atcoder beginner contest 103 modulo summation,0
gemma,gen_3,p03343 atcoder regular contest 098 range minimum queries,0
gemma,gen_3,p03361 atcoder beginner contest 096 grid repainting 2,0
gemma,gen_3,p03443 atcoder petrozavodsk contest 001 colorful doors,0
gemma,gen_3,p03452 atcoder regular contest 090 people on a line,0
gemma,gen_3,p03474 atcoder beginner contest 084 postal code,0
gemma,gen_3,p03503 atcoder beginner contest 080 shopping street,0
gemma,gen_3,p03519 code festival 2017 elimination tournament round 1 parallel paired parentheses,0
gemma,gen_3,p03616 atcoder regular contest 082 sandglass,0
gemma,gen_3,p03686 atcoder regular contest 076 exhausted,0
gemma,gen_3,p03694 atcoder beginner contest 064 traveling atcodeer problem,0
gemma,gen_3,p03837 atcoder beginner contest 051 candidates of no shortest paths,0
gemma,gen_3,p03839 atcoder grand contest 008 contiguous repainting,0
gemma,gen_3,p03932 square869120contest 3 souvenirs,0
gemma,gen_3,p03963 atcoder beginner contest 046 painting balls with atcodeer,0
gemma,gen_3,p04006 atcoder grand contest 004 colorful slimes,0
gemma,gen_3,p04048 atcoder grand contest 001 mysterious light,0
gemma,gen_3,p04052 atcoder grand contest 001 wide swap,0
human,soln1,10 b cinema cashier,0
human,soln1,1007 e mini metro,0
human,soln1,1008 d pave the parallelepiped,0
human,soln1,1011 a stages,0
human,soln1,1012 e cycle sort,0
human,soln1,1016 c vasya and the mushrooms,0
human,soln1,103 c russian roulette,0
human,soln1,1030 e vasya and good sequences,0
human,soln1,1043 a elections,0
human,soln1,1045 f shady lady,0
human,soln1,1046 d interstellar battle,0
human,soln1,105 c item world,0
human,soln1,1053 c putting boxes together,0
human,soln1,1060 a phone numbers,0
human,soln1,1070 c cloud computing,0
human,soln1,1075 d intersecting subtrees,0
human,soln1,1076 b divisor subtraction,0
human,soln1,1081 d maximum distance,0
human,soln1,1081 g mergesort strikes back,0
human,soln1,1084 c the fair nut and string,1
human,soln1,1091 g new year and the factorisation collaboration,0
human,soln1,1096 e the top scorer,0
human,soln1,1101 a minimum integer,0
human,soln1,1103 e radix sum,0
human,soln1,1109 f sasha and algorithm of silence s sounds,0
human,soln1,1118 c palindromic matrix,0
human,soln1,1129 d isolation,0
human,soln1,1131 e string multiplication,0
human,soln1,1140 b good string,1
human,soln1,1149 b three religions,0
human,soln1,1157 c2 increasing subsequence hard version,0
human,soln1,1157 e minimum array,0
human,soln1,1158 f density of subarrays,0
human,soln1,1165 a remainder,0
human,soln1,1165 e two arrays and sum of functions,0
human,soln1,1173 e2 nauuo and pictures hard version,0
human,soln1,1184 b3 the doctor meets vader hard,0
human,soln1,1187 g gang up,0
human,soln1,1191 c tokitsukaze and discard items,0
human,soln1,12 b correct solution,0
human,soln1,120 c winnie the pooh and honey,0
human,soln1,1203 a circle of students,0
human,soln1,1206 f almost all,0
human,soln1,1208 d restore permutation,0
human,soln1,1215 b the number of products,0
human,soln1,1216 d swords,0
human,soln1,1219 h function composition,0
human,soln1,1227 d1 optimal subsequences easy version,0
human,soln1,124 d squares,0
human,soln1,1249 d1 too many segments easy version,0
human,soln1,1257 g divisor set,0
human,soln1,1267 l lexicography,1
human,soln1,1269 e k integers,0
human,soln1,127 c hot bath,0
human,soln1,127 e e reader display,1
human,soln1,1271 c shawarma tent,0
human,soln1,1277 e two fairs,0
human,soln1,1281 b azamon web services,0
human,soln1,1285 c fadi and lcm,0
human,soln1,1291 b array sharpening,0
human,soln1,1291 e prefix enlightenment,1
human,soln1,1294 d mex maximizing,0
human,soln1,1305 b kuroni and simple strings,0
human,soln1,1310 b double elimination,0
human,soln1,1311 c perform the combo,1
human,soln1,1311 f moving points,0
human,soln1,1315 d recommendations,0
human,soln1,1323 f reality show,0
human,soln1,1329 d dreamoon likes strings,1
human,soln1,1332 g no monotone triples,0
human,soln1,1336 f journey,0
human,soln1,1342 c yet another counting problem,0
human,soln1,1344 a hilbert s hotel,0
human,soln1,1348 f phoenix and memory,0
human,soln1,1354 f summoning minions,0
human,soln1,1361 e james and the chase,0
human,soln1,1364 c ehab and prefix mexs,0
human,soln1,1373 b 01 game,0
human,soln1,1374 e1 reading books easy version,0
human,soln1,1379 f1 chess strikes back easy version,0
human,soln1,1384 f rearrange,0
human,soln1,1386 a colors,0
human,soln1,139 d digits permutations,1
human,soln1,1408 a circle coloring,0
human,soln1,141 c queue,0
human,soln1,1413 f roads and ramen,0
human,soln1,1420 d rescue nibel,0
human,soln1,1423 h virus,0
human,soln1,1424 n bubblesquare tokens,0
human,soln1,1427 b chess cheater,1
human,soln1,1427 d unshuffling a deck,0
human,soln1,1433 c dominant piranha,0
human,soln1,1439 c greedy shopping,0
human,soln1,1443 a kids seating,0
human,soln1,1446 d2 frequency problem hard version,0
human,soln1,1450 b balls of steel,0
human,soln1,1451 d circle game,0
human,soln1,1463 b find the array,0
human,soln1,1466 f euclid s nightmare,0
human,soln1,1468 j road reform,0
human,soln1,147 b smile house,0
human,soln1,1470 e strange permutation,0
human,soln1,1473 g tiles,0
human,soln1,1474 b different divisors,0
human,soln1,1475 d cleaning the phone,0
human,soln1,149 b martian clock,0
human,soln1,149 d coloring brackets,1
human,soln1,1490 d permutation transformation,0
human,soln1,1500 b two chandeliers,0
human,soln1,1511 f chainword,1
human,soln1,1513 c add one,0
human,soln1,1515 i phoenix and diamonds,0
human,soln1,152 e garden,0
human,soln1,1523 b lord of the values,0
human,soln1,1534 d lost tree,0
human,soln1,1539 d pricefixed,0
human,soln1,1540 c1 converging array easy version,0
human,soln1,1547 c pair programming,0
human,soln1,155 c hometask,0
human,soln1,161 b discounts,0
human,soln1,177 c1 party,0
human,soln1,177 d1 encrypting messages,0
human,soln1,180 d name,2
human,soln1,191 a dynasty puzzles,0
human,soln1,195 a let s watch football,0
human,soln1,20 b equation,0
human,soln1,203 e transportation,0
human,soln1,204 d little elephant and retro strings,0
human,soln1,228 d zigzag,0
human,soln1,229 c triangles,0
human,soln1,235 d graph game,0
human,soln1,242 c king s path,1
human,soln1,245 f log stream analysis,0
human,soln1,248 a cupboards,0
human,soln1,252 b unsorting array,0
human,soln1,260 b ancient prophesy,0
human,soln1,270 d greenhouse effect,0
human,soln1,272 b dima and sequence,0
human,soln1,277 c game,0
human,soln1,278 b new problem,0
human,soln1,282 b painting eggs,0
human,soln1,284 b cows and poker game,0
human,soln1,293 d ksusha and square,0
human,soln1,305 a strange addition,0
human,soln1,309 b context advertising,0
human,soln1,312 d cats transport,0
human,soln1,323 c two permutations,0
human,soln1,325 d reclamation,0
human,soln1,331 a2 oh sweet beaverette,0
human,soln1,331 e2 deja vu,0
human,soln1,335 b palindrome,1
human,soln1,339 a helpful maths,0
human,soln1,341 d iahub and xors,0
human,soln1,343 b alternating current,0
human,soln1,348 a mafia,0
human,soln1,348 e pilgrims,0
human,soln1,352 e jeff and brackets,0
human,soln1,354 b game with strings,1
human,soln1,358 b dima and text messages,0
human,soln1,366 d dima and trap graph,0
human,soln1,378 c maze,0
human,soln1,38 c blinds,0
human,soln1,385 a bear and raspberry,0
human,soln1,388 e fox and meteor shower,0
human,soln1,39 e what has dirichlet got to do with that,0
human,soln1,392 d three arrays,2
human,soln1,393 c blocked points,0
human,soln1,399 c cards,0
human,soln1,401 e olympic games,0
human,soln1,409 c magnum opus,0
human,soln1,415 e mashmokh and reverse operation,0
human,soln1,42 a guilty to the kitchen,0
human,soln1,433 a kitahara haruki s gift,0
human,soln1,436 b om nom and spiders,0
human,soln1,438 a the child and toy,0
human,soln1,442 c artem and array,0
human,soln1,443 b kolya and tandem repeat,1
human,soln1,448 b suffix structures,0
human,soln1,45 h road problem,0
human,soln1,459 c pashmak and buses,0
human,soln1,46 c hamsters and tigers,0
human,soln1,464 d world of darkraft 2,0
human,soln1,480 b long jumps,0
human,soln1,480 d parcels,0
human,soln1,483 b friends and presents,0
human,soln1,494 d birthday,0
human,soln1,498 b name that tune,0
human,soln1,5 a chat server s outgoing traffic,0
human,soln1,500 c new year book reading,0
human,soln1,505 b mr kitayuta s colorful graph,0
human,soln1,505 d mr kitayuta s technology,0
human,soln1,512 b fox and jumping,0
human,soln1,516 c drazil and park,0
human,soln1,518 e arthur and questions,1
human,soln1,529 a and yet another bracket sequence,1
human,soln1,536 c tavas and pashmaks,0
human,soln1,538 b quasi binary,0
human,soln1,544 e remembering strings,1
human,soln1,545 c woodcutters,0
human,soln1,548 e mike and foam,0
human,soln1,551 b zgukistringz,0
human,soln1,56 e domino principle,0
human,soln1,560 d equivalent strings,0
human,soln1,566 c logistical questions,0
human,soln1,571 e geometric progressions,0
human,soln1,582 a gcd table,0
human,soln1,586 f lizard era beginning,0
human,soln1,587 d duff in mafia,0
human,soln1,593 c beautiful function,0
human,soln1,596 e wilbur and strings,1
human,soln1,604 a uncowed forces,0
human,soln1,614 c peter and snow blower,0
human,soln1,615 a bulbs,0
human,soln1,621 d rat kwesh and cheese,0
human,soln1,624 d array gcd,0
human,soln1,633 a ebony and ivory,0
human,soln1,634 c factory repairs,0
human,soln1,638 d three dimensional turtle super computer,0
human,soln1,643 b bear and two paths,0
human,soln1,658 b bear and displayed friends,0
human,soln1,666 b world tour,0
human,soln1,67 e save the city,0
human,soln1,670 b game of robots,0
human,soln1,673 a bear and game,0
human,soln1,680 d bear and tower of cubes,0
human,soln1,685 d kay and eternity,0
human,soln1,687 a np hard problem,0
human,soln1,698 b fix a tree,0
human,soln1,698 d limak and shooting points,0
human,soln1,699 f limak and shooting points,0
human,soln1,7 b memory manager,0
human,soln1,703 c chris and road,0
human,soln1,709 e centroids,0
human,soln1,712 d memory and scores,0
human,soln1,716 d complete the graph,0
