model,generation,instruction_id,error_id,severity,cwe,cwe_category
human,soln1,193,passedByValueCallback,performance,398.0,Other
human,soln1,193,truncLongCastAssignment,style,197.0,Other
human,soln1,44,invalidscanf,warning,119.0,Memory Safety
human,soln1,44,unusedVariable,style,563.0,Other
human,soln1,191,shadowVariable,style,398.0,Other
human,soln1,66,constVariablePointer,style,398.0,Other
human,soln1,204,shadowVariable,style,398.0,Other
human,soln1,204,constVariableReference,style,398.0,Other
human,soln1,252,unreadVariable,style,563.0,Other
human,soln1,252,unusedVariable,style,563.0,Other
human,soln1,252,unusedVariable,style,563.0,Other
human,soln1,252,unusedVariable,style,563.0,Other
human,soln1,252,unreadVariable,style,563.0,Other
human,soln1,252,unusedVariable,style,563.0,Other
human,soln1,122,shadowVariable,style,398.0,Other
human,soln1,122,shadowVariable,style,398.0,Other
human,soln1,122,shadowVariable,style,398.0,Other
human,soln1,231,passedByValue,performance,398.0,Other
human,soln1,258,shadowVariable,style,398.0,Other
human,soln1,258,shadowVariable,style,398.0,Other
human,soln1,258,shadowVariable,style,398.0,Other
human,soln1,258,unreadVariable,style,563.0,Other
human,soln1,258,unreadVariable,style,563.0,Other
human,soln1,291,useStlAlgorithm,style,398.0,Other
human,soln1,56,cstyleCast,style,398.0,Other
human,soln1,56,cstyleCast,style,398.0,Other
human,soln1,56,variableScope,style,398.0,Other
human,soln1,103,variableScope,style,398.0,Other
human,soln1,5,unreadVariable,style,563.0,Other
human,soln1,5,unreadVariable,style,563.0,Other
human,soln1,199,missingReturn,error,758.0,Logic / Undefined Behavior
human,soln1,199,functionConst,style,398.0,Other
human,soln1,199,noExplicitConstructor,style,398.0,Other
human,soln1,199,constParameterReference,style,398.0,Other
human,soln1,54,uninitMemberVar,warning,398.0,Other
human,soln1,54,uninitMemberVar,warning,398.0,Other
human,soln1,54,variableScope,style,398.0,Other
human,soln1,54,incompleteArrayFill,portability,131.0,Other
human,soln1,54,incompleteArrayFill,portability,131.0,Other
human,soln1,54,shadowVariable,style,398.0,Other
human,soln1,54,shadowVariable,style,398.0,Other
human,soln1,54,stlFindInsert,performance,398.0,Other
human,soln1,29,invalidscanf,warning,119.0,Memory Safety
human,soln1,29,invalidscanf,warning,119.0,Memory Safety
human,soln1,201,shadowVariable,style,398.0,Other
human,soln1,201,shadowVariable,style,398.0,Other
human,soln1,201,useStlAlgorithm,style,398.0,Other
human,soln1,201,useStlAlgorithm,style,398.0,Other
human,soln1,201,useStlAlgorithm,style,398.0,Other
human,soln1,201,useStlAlgorithm,style,398.0,Other
human,soln1,62,shadowVariable,style,398.0,Other
human,soln1,62,shadowVariable,style,398.0,Other
human,soln1,62,uninitvar,warning,457.0,Null / Initialization
human,soln1,62,uninitvar,warning,457.0,Null / Initialization
human,soln1,62,uninitvar,warning,457.0,Null / Initialization
human,soln1,62,uninitvar,warning,457.0,Null / Initialization
human,soln1,106,useStlAlgorithm,style,398.0,Other
human,soln1,59,internalAstError,error,,Other
human,soln1,280,constParameterReference,style,398.0,Other
human,soln1,244,constParameterReference,style,398.0,Other
human,soln1,67,unreadVariable,style,563.0,Other
human,soln1,67,unreadVariable,style,563.0,Other
human,soln1,23,passedByValue,performance,398.0,Other
human,soln1,23,passedByValue,performance,398.0,Other
human,soln1,23,passedByValue,performance,398.0,Other
human,soln1,23,passedByValue,performance,398.0,Other
human,soln1,41,legacyUninitvar,error,457.0,Null / Initialization
human,soln1,86,constVariableReference,style,398.0,Other
human,soln1,186,memsetValueOutOfRange,warning,686.0,Other
human,soln1,227,invalidFunctionArg,warning,628.0,Other
human,soln1,227,variableScope,style,398.0,Other
human,soln1,227,shadowFunction,style,398.0,Other
human,soln1,227,passedByValue,performance,398.0,Other
human,soln1,227,passedByValue,performance,398.0,Other
human,soln1,227,passedByValueCallback,performance,398.0,Other
human,soln1,227,passedByValue,performance,398.0,Other
human,soln1,114,unusedVariable,style,563.0,Other
human,soln1,114,unusedVariable,style,563.0,Other
human,soln1,114,unusedVariable,style,563.0,Other
human,soln1,114,unusedVariable,style,563.0,Other
human,soln1,153,useStlAlgorithm,style,398.0,Other
human,soln1,190,variableScope,style,398.0,Other
human,soln1,190,variableScope,style,398.0,Other
human,soln1,190,passedByValue,performance,398.0,Other
human,soln1,190,passedByValue,performance,398.0,Other
human,soln1,190,passedByValue,performance,398.0,Other
human,soln1,190,passedByValue,performance,398.0,Other
human,soln1,190,useStlAlgorithm,style,398.0,Other
human,soln1,272,variableScope,style,398.0,Other
human,soln1,272,useStlAlgorithm,style,398.0,Other
human,soln1,218,invalidscanf,warning,119.0,Memory Safety
human,soln1,218,invalidscanf,warning,119.0,Memory Safety
human,soln1,218,iterateByValue,performance,398.0,Other
human,soln1,218,passedByValue,performance,398.0,Other
human,soln1,218,passedByValue,performance,398.0,Other
human,soln1,218,passedByValue,performance,398.0,Other
human,soln1,218,useStlAlgorithm,style,398.0,Other
human,soln1,218,useStlAlgorithm,style,398.0,Other
human,soln1,218,uninitvar,warning,457.0,Null / Initialization
human,soln1,218,uninitvar,warning,457.0,Null / Initialization
human,soln1,2,invalidscanf,warning,119.0,Memory Safety
human,soln1,2,invalidscanf,warning,119.0,Memory Safety
human,soln1,229,passedByValue,performance,398.0,Other
human,soln1,229,passedByValue,performance,398.0,Other
human,soln1,229,passedByValue,performance,398.0,Other
human,soln1,101,negativeContainerIndex,warning,786.0,Other
human,soln1,19,functionConst,style,398.0,Other
human,soln1,19,shadowVariable,style,398.0,Other
human,soln1,19,shadowVariable,style,398.0,Other
human,soln1,14,unpreciseMathCall,style,758.0,Logic / Undefined Behavior
human,soln1,14,shadowVariable,style,398.0,Other
human,soln1,14,shadowVariable,style,398.0,Other
human,soln1,70,invalidscanf,warning,119.0,Memory Safety
human,soln1,70,variableScope,style,398.0,Other
human,soln1,70,variableScope,style,398.0,Other
human,soln1,288,negativeIndex,warning,786.0,Other
human,soln1,288,negativeIndex,warning,786.0,Other
human,soln1,288,knownConditionTrueFalse,style,571.0,Logic / Undefined Behavior
human,soln1,288,redundantAssignment,style,563.0,Other
human,soln1,152,functionConst,style,398.0,Other
human,soln1,152,noExplicitConstructor,style,398.0,Other
human,soln1,152,noExplicitConstructor,style,398.0,Other
human,soln1,152,invalidscanf,warning,119.0,Memory Safety
human,soln1,152,invalidscanf,warning,119.0,Memory Safety
human,soln1,152,variableScope,style,398.0,Other
human,soln1,152,variableScope,style,398.0,Other
human,soln1,152,variableScope,style,398.0,Other
human,soln1,152,variableScope,style,398.0,Other
human,soln1,152,variableScope,style,398.0,Other
human,soln1,152,constParameterReference,style,398.0,Other
human,soln1,152,unreadVariable,style,563.0,Other
human,soln1,152,unreadVariable,style,563.0,Other
human,soln1,152,unusedVariable,style,563.0,Other
human,soln1,152,unusedVariable,style,563.0,Other
human,soln1,152,unusedVariable,style,563.0,Other
human,soln1,152,unusedVariable,style,563.0,Other
human,soln1,225,invalidscanf,warning,119.0,Memory Safety
human,soln1,247,variableScope,style,398.0,Other
human,soln1,137,variableScope,style,398.0,Other
human,soln1,118,shadowArgument,style,398.0,Other
human,soln1,282,invalidscanf,warning,119.0,Memory Safety
human,soln1,281,uninitMemberVar,warning,398.0,Other
human,soln1,281,uninitMemberVar,warning,398.0,Other
human,soln1,281,uninitMemberVar,warning,398.0,Other
human,soln1,162,variableScope,style,398.0,Other
human,soln1,162,variableScope,style,398.0,Other
human,soln1,162,unreadVariable,style,563.0,Other
human,soln1,0,knownConditionTrueFalse,style,571.0,Logic / Undefined Behavior
human,soln1,0,variableScope,style,398.0,Other
human,soln1,0,variableScope,style,398.0,Other
human,soln1,0,unusedVariable,style,563.0,Other
human,soln1,0,unusedVariable,style,563.0,Other
human,soln1,0,unusedVariable,style,563.0,Other
human,soln1,210,invalidscanf,warning,119.0,Memory Safety
human,soln1,210,shadowVariable,style,398.0,Other
human,soln1,223,unreadVariable,style,563.0,Other
human,soln1,254,functionConst,style,398.0,Other
human,soln1,254,functionConst,style,398.0,Other
human,soln1,254,shadowVariable,style,398.0,Other
human,soln1,254,clarifyCalculation,style,783.0,Other
human,soln1,254,useStlAlgorithm,style,398.0,Other
human,soln1,254,useStlAlgorithm,style,398.0,Other
human,soln1,3,useStlAlgorithm,style,398.0,Other
human,soln1,188,shiftNegativeLHS,portability,758.0,Logic / Undefined Behavior
human,soln1,284,constParameterReference,style,398.0,Other
human,soln1,284,constParameterReference,style,398.0,Other
human,soln1,284,constParameterReference,style,398.0,Other
human,soln1,284,constParameterReference,style,398.0,Other
human,soln1,284,constParameterReference,style,398.0,Other
human,soln1,284,constParameterReference,style,398.0,Other
human,soln1,58,passedByValue,performance,398.0,Other
human,soln1,58,passedByValue,performance,398.0,Other
human,soln1,58,passedByValue,performance,398.0,Other
human,soln1,58,passedByValue,performance,398.0,Other
human,soln1,238,uninitvar,warning,457.0,Null / Initialization
human,soln1,238,legacyUninitvar,error,457.0,Null / Initialization
human,soln1,211,internalAstError,error,,Other
human,soln1,270,functionConst,style,398.0,Other
human,soln1,270,variableScope,style,398.0,Other
human,soln1,251,missingReturn,error,758.0,Logic / Undefined Behavior
human,soln1,278,assignBoolToFloat,style,704.0,Other
human,soln1,243,uninitMemberVar,warning,398.0,Other
human,soln1,243,functionConst,style,398.0,Other
human,soln1,243,functionConst,style,398.0,Other
human,soln1,243,functionConst,style,398.0,Other
human,soln1,243,invalidPrintfArgType_sint,warning,686.0,Other
human,soln1,243,shadowVariable,style,398.0,Other
human,soln1,243,shadowVariable,style,398.0,Other
human,soln1,243,passedByValue,performance,398.0,Other
human,soln1,243,passedByValue,performance,398.0,Other
human,soln1,243,passedByValue,performance,398.0,Other
human,soln1,243,passedByValue,performance,398.0,Other
human,soln1,77,internalAstError,error,,Other
human,soln1,274,truncLongCastAssignment,style,197.0,Other
human,soln1,253,unusedVariable,style,563.0,Other
human,soln1,87,shadowVariable,style,398.0,Other
human,soln1,87,ignoredReturnValue,warning,252.0,API / Library Misuse
human,soln1,285,constVariableReference,style,398.0,Other
human,soln1,285,constVariableReference,style,398.0,Other
human,soln1,157,variableScope,style,398.0,Other
human,soln1,8,noExplicitConstructor,style,398.0,Other
human,soln1,121,uninitvar,warning,457.0,Null / Initialization
human,soln1,57,invalidscanf,warning,119.0,Memory Safety
human,soln1,57,invalidscanf,warning,119.0,Memory Safety
human,soln1,128,invalidscanf,warning,119.0,Memory Safety
human,soln1,113,functionConst,style,398.0,Other
human,soln1,113,selfAssignment,style,398.0,Other
human,soln1,113,selfAssignment,style,398.0,Other
human,soln1,113,variableScope,style,398.0,Other
human,soln1,113,shadowVariable,style,398.0,Other
human,soln1,113,shadowVariable,style,398.0,Other
human,soln1,113,shadowVariable,style,398.0,Other
human,soln1,113,shadowVariable,style,398.0,Other
human,soln1,83,unreadVariable,style,563.0,Other
human,soln1,83,unreadVariable,style,563.0,Other
human,soln1,185,uninitvar,warning,457.0,Null / Initialization
human,soln1,185,unreadVariable,style,563.0,Other
human,soln1,185,unreadVariable,style,563.0,Other
human,soln1,27,shadowVariable,style,398.0,Other
human,soln1,240,variableScope,style,398.0,Other
human,soln1,240,variableScope,style,398.0,Other
human,soln1,125,useStlAlgorithm,style,398.0,Other
human,soln1,228,functionConst,style,398.0,Other
human,soln1,138,arrayIndexOutOfBoundsCond,warning,788.0,Other
human,soln1,138,arrayIndexOutOfBoundsCond,warning,788.0,Other
human,soln1,16,unreadVariable,style,563.0,Other
human,soln1,16,unreadVariable,style,563.0,Other
human,soln1,198,shadowVariable,style,398.0,Other
human,soln1,198,shadowVariable,style,398.0,Other
human,soln1,198,shadowVariable,style,398.0,Other
human,soln1,198,unusedVariable,style,563.0,Other
human,soln1,198,unusedVariable,style,563.0,Other
human,soln1,235,noExplicitConstructor,style,398.0,Other
human,soln1,235,unreadVariable,style,563.0,Other
human,soln1,6,uninitvar,warning,457.0,Null / Initialization
human,soln1,6,uninitvar,warning,457.0,Null / Initialization
human,soln1,216,incrementboolean,style,398.0,Other
human,soln1,98,noExplicitConstructor,style,398.0,Other
human,soln1,98,variableScope,style,398.0,Other
human,soln1,98,variableScope,style,398.0,Other
human,soln1,97,shiftTooManyBitsSigned,portability,758.0,Logic / Undefined Behavior
human,soln1,32,invalidscanf,warning,119.0,Memory Safety
human,soln1,32,shadowVariable,style,398.0,Other
human,soln1,18,passedByValue,performance,398.0,Other
human,soln1,45,invalidscanf,warning,119.0,Memory Safety
human,soln1,45,shadowVariable,style,398.0,Other
human,soln1,45,shadowVariable,style,398.0,Other
human,soln1,45,shadowVariable,style,398.0,Other
human,soln1,37,shadowVariable,style,398.0,Other
human,soln1,262,functionConst,style,398.0,Other
human,soln1,262,constStatement,warning,398.0,Other
human,soln1,262,passedByValueCallback,performance,398.0,Other
human,soln1,262,passedByValueCallback,performance,398.0,Other
human,soln1,111,functionConst,style,398.0,Other
human,soln1,111,noExplicitConstructor,style,398.0,Other
human,soln1,30,variableScope,style,398.0,Other
human,soln1,30,variableScope,style,398.0,Other
human,soln1,30,useStlAlgorithm,style,398.0,Other
human,soln1,30,unusedVariable,style,563.0,Other
human,soln1,30,unreadVariable,style,563.0,Other
human,soln1,265,variableScope,style,398.0,Other
human,soln1,265,shadowVariable,style,398.0,Other
human,soln1,265,shadowVariable,style,398.0,Other
human,soln1,265,unusedVariable,style,563.0,Other
human,soln1,265,unreadVariable,style,563.0,Other
human,soln1,265,unusedVariable,style,563.0,Other
human,soln1,265,unreadVariable,style,563.0,Other
human,soln1,265,unusedVariable,style,563.0,Other
human,soln1,265,unreadVariable,style,563.0,Other
human,soln1,265,unreadVariable,style,563.0,Other
human,soln1,265,unreadVariable,style,563.0,Other
human,soln1,176,functionConst,style,398.0,Other
human,soln1,176,invalidscanf,warning,119.0,Memory Safety
human,soln1,176,duplicateBreak,style,561.0,Other
human,soln1,176,constParameterReference,style,398.0,Other
human,soln1,176,constParameterReference,style,398.0,Other
human,soln1,176,constParameterPointer,style,398.0,Other
human,soln1,176,constParameterPointer,style,398.0,Other
human,soln1,202,arrayIndexThenCheck,style,398.0,Other
human,soln1,202,arrayIndexThenCheck,style,398.0,Other
human,soln1,112,arrayIndexOutOfBoundsCond,warning,788.0,Other
human,soln1,112,shadowVariable,style,398.0,Other
human,soln1,172,unusedVariable,style,563.0,Other
human,soln1,172,unusedVariable,style,563.0,Other
human,soln1,172,unusedVariable,style,563.0,Other
human,soln1,259,unreadVariable,style,563.0,Other
human,soln1,259,unreadVariable,style,563.0,Other
human,soln1,170,variableScope,style,398.0,Other
human,soln1,170,variableScope,style,398.0,Other
human,soln1,256,noExplicitConstructor,style,398.0,Other
human,soln1,256,constParameterReference,style,398.0,Other
human,soln1,256,useStlAlgorithm,style,398.0,Other
human,soln1,256,useStlAlgorithm,style,398.0,Other
human,soln1,50,useStlAlgorithm,style,398.0,Other
human,soln1,11,uninitMemberVar,warning,398.0,Other
human,soln1,11,uninitMemberVar,warning,398.0,Other
human,soln1,11,uninitMemberVar,warning,398.0,Other
human,soln1,11,uninitMemberVar,warning,398.0,Other
human,soln1,11,uninitMemberVar,warning,398.0,Other
human,soln1,11,nullPointer,warning,476.0,Null / Initialization
human,soln1,11,variableScope,style,398.0,Other
human,soln1,11,variableScope,style,398.0,Other
human,soln1,11,constParameterPointer,style,398.0,Other
human,soln1,11,ctunullpointer,error,476.0,Null / Initialization
human,soln1,74,variableScope,style,398.0,Other
human,soln1,74,zerodiv,error,369.0,Logic / Undefined Behavior
human,soln1,74,zerodiv,error,369.0,Logic / Undefined Behavior
human,soln1,74,unreadVariable,style,563.0,Other
human,soln1,74,unreadVariable,style,563.0,Other
human,soln1,230,redundantInitialization,style,563.0,Other
human,soln1,230,constParameterPointer,style,398.0,Other
human,soln1,236,incompleteArrayFill,portability,131.0,Other
human,soln1,236,shadowVariable,style,398.0,Other
human,soln1,236,constVariableReference,style,398.0,Other
human,soln1,283,constStatement,warning,398.0,Other
human,soln1,61,useStlAlgorithm,style,398.0,Other
human,soln1,232,unusedStructMember,style,563.0,Other
human,soln1,85,variableScope,style,398.0,Other
human,soln1,85,variableScope,style,398.0,Other
human,soln1,85,variableScope,style,398.0,Other
human,soln1,167,bitwiseOnBoolean,style,398.0,Other
human,soln1,167,bitwiseOnBoolean,style,398.0,Other
human,soln1,237,uninitMemberVar,warning,398.0,Other
human,soln1,237,uninitMemberVar,warning,398.0,Other
human,soln1,237,functionConst,style,398.0,Other
human,soln1,237,functionConst,style,398.0,Other
human,soln1,237,noExplicitConstructor,style,398.0,Other
human,soln1,237,invalidscanf,warning,119.0,Memory Safety
human,soln1,237,invalidscanf,warning,119.0,Memory Safety
human,soln1,237,passedByValue,performance,398.0,Other
human,soln1,237,passedByValue,performance,398.0,Other
human,soln1,161,initializerList,style,398.0,Other
human,soln1,161,noExplicitConstructor,style,398.0,Other
human,soln1,161,noExplicitConstructor,style,398.0,Other
human,soln1,161,knownConditionTrueFalse,style,570.0,Other
human,soln1,161,constParameterPointer,style,398.0,Other
human,soln1,161,unreadVariable,style,563.0,Other
human,soln1,161,unreadVariable,style,563.0,Other
human,soln1,13,shadowVariable,style,398.0,Other
human,soln1,115,variableScope,style,398.0,Other
human,soln2,171,passedByValueCallback,performance,398.0,Other
human,soln2,171,passedByValueCallback,performance,398.0,Other
human,soln2,171,passedByValue,performance,398.0,Other
human,soln2,201,unusedVariable,style,563.0,Other
human,soln2,201,unusedVariable,style,563.0,Other
human,soln2,201,unusedVariable,style,563.0,Other
human,soln2,106,arrayIndexThenCheck,style,398.0,Other
human,soln2,106,invalidScanfArgType_int,warning,686.0,Other
human,soln2,106,invalidScanfArgType_int,warning,686.0,Other
human,soln2,86,constVariableReference,style,398.0,Other
human,soln2,270,noExplicitConstructor,style,398.0,Other
human,soln2,165,uninitMemberVar,warning,398.0,Other
human,soln2,165,functionConst,style,398.0,Other
human,soln2,165,functionConst,style,398.0,Other
human,soln2,165,functionConst,style,398.0,Other
human,soln2,165,functionConst,style,398.0,Other
human,soln2,165,noExplicitConstructor,style,398.0,Other
human,soln2,165,noExplicitConstructor,style,398.0,Other
human,soln2,165,noExplicitConstructor,style,398.0,Other
human,soln2,165,noExplicitConstructor,style,398.0,Other
human,soln2,165,shadowVariable,style,398.0,Other
human,soln2,165,passedByValue,performance,398.0,Other
human,soln2,165,constParameterReference,style,398.0,Other
human,soln2,121,invalidscanf,warning,119.0,Memory Safety
human,soln2,128,shadowVariable,style,398.0,Other
human,soln2,128,shadowVariable,style,398.0,Other
human,soln2,266,shadowVariable,style,398.0,Other
human,soln2,266,unusedStructMember,style,563.0,Other
human,soln2,266,unusedStructMember,style,563.0,Other
human,soln2,266,unusedStructMember,style,563.0,Other
human,soln2,266,unusedStructMember,style,563.0,Other
human,soln2,266,unreadVariable,style,563.0,Other
human,soln2,266,unreadVariable,style,563.0,Other
human,soln2,266,unreadVariable,style,563.0,Other
human,soln2,266,unreadVariable,style,563.0,Other
human,soln2,266,unusedVariable,style,563.0,Other
human,soln2,84,uninitMemberVar,warning,398.0,Other
human,soln2,84,uninitMemberVar,warning,398.0,Other
human,soln2,84,unreadVariable,style,563.0,Other
human,soln2,84,unreadVariable,style,563.0,Other
human,soln2,84,unusedVariable,style,563.0,Other
human,soln2,26,passedByValue,performance,398.0,Other
human,soln2,26,passedByValue,performance,398.0,Other
human,soln2,26,useStlAlgorithm,style,398.0,Other
human,soln2,26,uninitvar,warning,457.0,Null / Initialization
human,soln2,199,invalidscanf,warning,119.0,Memory Safety
human,soln2,209,useInitializationList,performance,398.0,Other
human,soln2,209,useInitializationList,performance,398.0,Other
human,soln2,209,useInitializationList,performance,398.0,Other
human,soln2,209,functionConst,style,398.0,Other
human,soln2,209,functionConst,style,398.0,Other
human,soln2,209,functionConst,style,398.0,Other
human,soln2,209,functionConst,style,398.0,Other
human,soln2,209,functionConst,style,398.0,Other
human,soln2,209,functionConst,style,398.0,Other
human,soln2,209,functionConst,style,398.0,Other
human,soln2,209,noExplicitConstructor,style,398.0,Other
human,soln2,209,noExplicitConstructor,style,398.0,Other
human,soln2,209,noExplicitConstructor,style,398.0,Other
human,soln2,209,noExplicitConstructor,style,398.0,Other
human,soln2,209,noExplicitConstructor,style,398.0,Other
human,soln2,209,duplicateBreak,style,561.0,Other
human,soln2,209,variableScope,style,398.0,Other
human,soln2,209,variableScope,style,398.0,Other
human,soln2,209,variableScope,style,398.0,Other
human,soln2,209,variableScope,style,398.0,Other
human,soln2,209,shadowVariable,style,398.0,Other
human,soln2,209,shadowVariable,style,398.0,Other
human,soln2,209,shadowVariable,style,398.0,Other
human,soln2,209,shadowVariable,style,398.0,Other
human,soln2,209,shadowVariable,style,398.0,Other
human,soln2,209,shadowVariable,style,398.0,Other
human,soln2,209,shadowVariable,style,398.0,Other
human,soln2,209,shadowVariable,style,398.0,Other
human,soln2,209,shadowVariable,style,398.0,Other
human,soln2,209,shadowVariable,style,398.0,Other
human,soln2,209,passedByValue,performance,398.0,Other
human,soln2,209,passedByValue,performance,398.0,Other
human,soln2,209,passedByValue,performance,398.0,Other
human,soln2,209,passedByValue,performance,398.0,Other
human,soln2,209,passedByValue,performance,398.0,Other
human,soln2,209,passedByValue,performance,398.0,Other
human,soln2,209,passedByValue,performance,398.0,Other
human,soln2,209,passedByValue,performance,398.0,Other
human,soln2,209,passedByValue,performance,398.0,Other
human,soln2,209,passedByValue,performance,398.0,Other
human,soln2,209,passedByValue,performance,398.0,Other
human,soln2,209,passedByValue,performance,398.0,Other
human,soln2,209,constParameterReference,style,398.0,Other
human,soln2,209,constParameterReference,style,398.0,Other
human,soln2,164,shadowVariable,style,398.0,Other
human,soln2,164,shadowVariable,style,398.0,Other
human,soln2,164,constParameterReference,style,398.0,Other
human,soln2,164,constParameterReference,style,398.0,Other
human,soln2,164,constParameterReference,style,398.0,Other
human,soln2,164,constParameterReference,style,398.0,Other
human,soln2,181,unreadVariable,style,563.0,Other
human,soln2,181,unreadVariable,style,563.0,Other
human,soln2,212,variableScope,style,398.0,Other
human,soln2,261,noExplicitConstructor,style,398.0,Other
human,soln2,261,noExplicitConstructor,style,398.0,Other
human,soln2,261,useStlAlgorithm,style,398.0,Other
human,soln2,261,useStlAlgorithm,style,398.0,Other
human,soln2,105,shadowVariable,style,398.0,Other
human,soln2,110,unusedVariable,style,563.0,Other
human,soln2,110,unusedVariable,style,563.0,Other
human,soln2,110,unusedVariable,style,563.0,Other
human,soln2,157,constParameterReference,style,398.0,Other
human,soln2,268,returnStdMoveLocal,performance,,Other
human,soln2,268,unreadVariable,style,563.0,Other
human,soln2,268,unreadVariable,style,563.0,Other
human,soln2,163,functionConst,style,398.0,Other
human,soln2,163,invalidscanf,warning,119.0,Memory Safety
human,soln2,163,passedByValue,performance,398.0,Other
human,soln2,163,passedByValue,performance,398.0,Other
human,soln2,163,passedByValue,performance,398.0,Other
human,soln2,163,passedByValue,performance,398.0,Other
human,soln2,163,passedByValue,performance,398.0,Other
human,soln2,258,bitwiseOnBoolean,style,398.0,Other
human,soln2,155,unusedStructMember,style,563.0,Other
human,soln2,155,unusedStructMember,style,563.0,Other
human,soln2,155,unusedStructMember,style,563.0,Other
human,soln2,155,unusedStructMember,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,119,unusedVariable,style,563.0,Other
human,soln2,132,uninitMemberVar,warning,398.0,Other
human,soln2,132,uninitMemberVar,warning,398.0,Other
human,soln2,132,functionStatic,style,398.0,Other
human,soln2,132,noExplicitConstructor,style,398.0,Other
human,soln2,132,shadowVariable,style,398.0,Other
human,soln2,132,shadowVariable,style,398.0,Other
human,soln2,132,shadowVariable,style,398.0,Other
human,soln2,174,useStlAlgorithm,style,398.0,Other
human,soln2,245,functionConst,style,398.0,Other
human,soln2,245,noExplicitConstructor,style,398.0,Other
human,soln2,245,noExplicitConstructor,style,398.0,Other
human,soln2,245,noExplicitConstructor,style,398.0,Other
human,soln2,245,constStatement,warning,398.0,Other
human,soln2,245,constStatement,warning,398.0,Other
human,soln2,245,iterateByValue,performance,398.0,Other
human,soln2,245,uninitvar,error,457.0,Null / Initialization
human,soln2,245,uninitvar,error,457.0,Null / Initialization
human,soln2,245,uninitvar,error,457.0,Null / Initialization
human,soln2,245,uninitvar,error,457.0,Null / Initialization
human,soln2,245,uninitvar,error,457.0,Null / Initialization
human,soln2,245,uninitvar,error,457.0,Null / Initialization
human,soln2,245,uninitvar,error,457.0,Null / Initialization
human,soln2,245,uninitvar,error,457.0,Null / Initialization
human,soln2,245,uninitvar,error,457.0,Null / Initialization
human,soln2,245,unusedStructMember,style,563.0,Other
human,soln2,245,ignoredReturnValue,warning,252.0,API / Library Misuse
human,soln2,245,ignoredReturnValue,warning,252.0,API / Library Misuse
human,soln2,245,passedByValue,performance,398.0,Other
human,soln2,245,passedByValue,performance,398.0,Other
human,soln2,161,useStlAlgorithm,style,398.0,Other
human,soln2,205,invalidscanf,warning,119.0,Memory Safety
human,soln2,205,variableScope,style,398.0,Other
human,soln2,205,variableScope,style,398.0,Other
human,soln2,167,noExplicitConstructor,style,398.0,Other
human,soln2,167,clarifyCalculation,style,783.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
human,soln2,167,passedByValue,performance,398.0,Other
