file,model,gen,batch,problem_key,total_diagnostics,warnings,errors,notes,bugprone,performance,modernize,readability,cppcoreguidelines,cert,analyzer,compiler_warning,misc,hicpp,other
human/soln2/00001/0281_575_B._Bribes,human,soln2,00001,575_B._Bribes,12,12,0,0,1,0,8,0,0,0,3,0,0,0,0
human/soln2/00001/0081_1366_A._Shovels_and_Swords,human,soln2,00001,1366_A._Shovels_and_Swords,4,4,0,0,0,1,3,0,0,0,0,0,0,0,0
human/soln2/00001/0044_p03570_CODE_FESTIVAL_2017_qual_C_-_Yet_Another_Palindrome_Partitioning,human,soln2,00001,p03570_CODE_FESTIVAL_2017_qual_C_-_Yet_Another_Palindrome_Partitioning,4,4,0,0,1,0,3,0,0,0,0,0,0,0,0
human/soln2/00001/0095_295_D._Greg_and_Caves,human,soln2,00001,295_D._Greg_and_Caves,5,5,0,0,0,0,4,0,0,0,0,1,0,0,0
human/soln2/00001/0206_865_D._Buy_Low_Sell_High,human,soln2,00001,865_D._Buy_Low_Sell_High,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
human/soln2/00001/0193_516_C._Drazil_and_Park,human,soln2,00001,516_C._Drazil_and_Park,14,14,0,0,4,0,7,0,0,0,3,0,0,0,0
human/soln2/00001/0233_p01684_Venn_Diagram,human,soln2,00001,p01684_Venn_Diagram,6,6,0,0,1,2,3,0,0,0,0,0,0,0,0
human/soln2/00001/0198_633_A._Ebony_and_Ivory,human,soln2,00001,633_A._Ebony_and_Ivory,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0
human/soln2/00001/0008_323_C._Two_permutations,human,soln2,00001,323_C._Two_permutations,8,8,0,0,1,1,6,0,0,0,0,0,0,0,0
human/soln2/00001/0184_305_A._Strange_Addition,human,soln2,00001,305_A._Strange_Addition,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
human/soln2/00001/0270_312_D._Cats_Transport,human,soln2,00001,312_D._Cats_Transport,9,9,0,0,3,1,3,0,0,0,2,0,0,0,0
human/soln2/00001/0212_p02603_M-SOLUTIONS_Programming_Contest_2020_-_Road_to_Millionaire,human,soln2,00001,p02603_M-SOLUTIONS_Programming_Contest_2020_-_Road_to_Millionaire,4,4,0,0,0,0,2,0,0,0,1,1,0,0,0
human/soln2/00001/0284_638_D._Three-dimensional_Turtle_Super_Computer_,human,soln2,00001,638_D._Three-dimensional_Turtle_Super_Computer_,6,6,0,0,0,1,2,0,0,0,0,3,0,0,0
human/soln2/00001/0234_p01828_M_and_A,human,soln2,00001,p01828_M_and_A,42,42,0,0,33,2,7,0,0,0,0,0,0,0,0
human/soln2/00001/0049_p00260_Cats_Going_Straight,human,soln2,00001,p00260_Cats_Going_Straight,15,15,0,0,5,1,9,0,0,0,0,0,0,0,0
human/soln2/00001/0080_1344_A._Hilbert_s_Hotel,human,soln2,00001,1344_A._Hilbert_s_Hotel,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0
human/soln2/00001/0251_1271_C._Shawarma_Tent,human,soln2,00001,1271_C._Shawarma_Tent,10,10,0,0,0,8,2,0,0,0,0,0,0,0,0
human/soln2/00001/0133_p03694_AtCoder_Beginner_Contest_064_-_Traveling_AtCoDeer_Problem,human,soln2,00001,p03694_AtCoder_Beginner_Contest_064_-_Traveling_AtCoDeer_Problem,5,5,0,0,0,1,2,0,0,0,2,0,0,0,0
human/soln2/00001/0160_1169_E._And_Reachability,human,soln2,00001,1169_E._And_Reachability,11,11,0,0,1,0,9,0,0,0,1,0,0,0,0
human/soln2/00001/0017_536_C._Tavas_and_Pashmaks,human,soln2,00001,536_C._Tavas_and_Pashmaks,21,11,10,0,2,0,9,0,0,0,0,10,0,0,0
human/soln2/00001/0128_p02943_AtCoder_Grand_Contest_037_-_Reversing_and_Concatenating,human,soln2,00001,p02943_AtCoder_Grand_Contest_037_-_Reversing_and_Concatenating,6,6,0,0,0,1,3,0,0,0,2,0,0,0,0
human/soln2/00001/0010_371_B._Fox_Dividing_Cheese,human,soln2,00001,371_B._Fox_Dividing_Cheese,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
human/soln2/00001/0075_1239_E._Turtle,human,soln2,00001,1239_E._Turtle,11,11,0,0,1,0,8,0,0,0,2,0,0,0,0
human/soln2/00001/0245_1152_A._Neko_Finds_Grapes,human,soln2,00001,1152_A._Neko_Finds_Grapes,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
human/soln2/00001/0087_1500_B._Two_chandeliers,human,soln2,00001,1500_B._Two_chandeliers,6,6,0,0,2,0,4,0,0,0,0,0,0,0,0
human/soln2/00001/0147_p01770_Arojam_s_Mask,human,soln2,00001,p01770_Arojam_s_Mask,32,32,0,0,6,1,25,0,0,0,0,0,0,0,0
human/soln2/00001/0264_171_C._A_Piece_of_Cake,human,soln2,00001,171_C._A_Piece_of_Cake,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0
human/soln2/00001/0071_1158_F._Density_of_subarrays,human,soln2,00001,1158_F._Density_of_subarrays,11,11,0,0,2,0,7,0,0,0,2,0,0,0,0
human/soln2/00001/0026_746_F._Music_in_Car,human,soln2,00001,746_F._Music_in_Car,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
human/soln2/00001/0013_442_C._Artem_and_Array_,human,soln2,00001,442_C._Artem_and_Array_,5,5,0,0,0,1,3,0,0,0,1,0,0,0,0
human/soln2/00001/0072_1180_E._Serge_and_Dining_Room,human,soln2,00001,1180_E._Serge_and_Dining_Room,10,10,0,0,0,0,4,0,0,0,3,3,0,0,0
human/soln2/00001/0244_1131_E._String_Multiplication,human,soln2,00001,1131_E._String_Multiplication,6,6,0,0,2,1,3,0,0,0,0,0,0,0,0
human/soln2/00001/0069_1110_E._Magic_Stones,human,soln2,00001,1110_E._Magic_Stones,7,7,0,0,0,2,5,0,0,0,0,0,0,0,0
human/soln2/00001/0209_936_A._Save_Energy_,human,soln2,00001,936_A._Save_Energy_,8,8,0,0,6,0,1,0,0,0,1,0,0,0,0
human/soln2/00001/0136_p00100_Sale_Result,human,soln2,00001,p00100_Sale_Result,7,7,0,0,4,1,2,0,0,0,0,0,0,0,0
human/soln2/00001/0263_1543_B._Customising_the_Track,human,soln2,00001,1543_B._Customising_the_Track,9,9,0,0,2,1,6,0,0,0,0,0,0,0,0
human/soln2/00001/0165_1267_L._Lexicography,human,soln2,00001,1267_L._Lexicography,15,15,0,0,7,0,6,0,0,0,2,0,0,0,0
human/soln2/00001/0065_1027_E._Inverse_Coloring,human,soln2,00001,1027_E._Inverse_Coloring,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
human/soln2/00001/0088_1525_D._Armchairs,human,soln2,00001,1525_D._Armchairs,16,16,0,0,9,0,7,0,0,0,0,0,0,0,0
human/soln2/00001/0289_757_D._Felicity_s_Big_Secret_Revealed,human,soln2,00001,757_D._Felicity_s_Big_Secret_Revealed,11,11,0,0,0,0,5,0,0,0,2,4,0,0,0
human/soln2/00001/0287_712_D._Memory_and_Scores,human,soln2,00001,712_D._Memory_and_Scores,5,5,0,0,0,0,4,0,0,0,1,0,0,0,0
human/soln2/00001/0239_1016_C._Vasya_And_The_Mushrooms,human,soln2,00001,1016_C._Vasya_And_The_Mushrooms,21,21,0,0,11,1,8,0,0,0,1,0,0,0,0
human/soln2/00001/0225_p00483_Planetary_Exploration,human,soln2,00001,p00483_Planetary_Exploration,4,4,0,0,0,0,3,0,0,0,1,0,0,0,0
human/soln2/00001/0148_p01904_Minimum_Enclosing_Rectangle,human,soln2,00001,p01904_Minimum_Enclosing_Rectangle,20,20,0,0,3,0,17,0,0,0,0,0,0,0,0
human/soln2/00001/0066_1046_D._Interstellar_battle,human,soln2,00001,1046_D._Interstellar_battle,7,7,0,0,0,0,5,0,0,0,2,0,0,0,0
human/soln2/00001/0032_886_D._Restoration_of_string,human,soln2,00001,886_D._Restoration_of_string,17,17,0,0,3,2,11,0,0,0,1,0,0,0,0
human/soln2/00001/0200_708_C._Centroids,human,soln2,00001,708_C._Centroids,6,6,0,0,2,0,4,0,0,0,0,0,0,0,0
human/soln2/00001/0122_954_F._Runner_s_Problem,human,soln2,00001,954_F._Runner_s_Problem,27,27,0,0,1,0,25,0,0,0,1,0,0,0,0
human/soln2/00001/0116_80_C._Heroes,human,soln2,00001,80_C._Heroes,5,5,0,0,0,0,4,0,0,0,1,0,0,0,0
human/soln2/00001/0273_381_A._Sereja_and_Dima,human,soln2,00001,381_A._Sereja_and_Dima,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
human/soln2/00001/0083_1408_A._Circle_Coloring,human,soln2,00001,1408_A._Circle_Coloring,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
human/soln2/00001/0104_507_B._Amr_and_Pins,human,soln2,00001,507_B._Amr_and_Pins,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0
human/soln2/00001/0168_1332_G._No_Monotone_Triples,human,soln2,00001,1332_G._No_Monotone_Triples,15,15,0,0,1,0,10,0,0,0,4,0,0,0,0
human/soln2/00001/0205_845_B._Luba_And_The_Ticket,human,soln2,00001,845_B._Luba_And_The_Ticket,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
human/soln2/00001/0211_989_E._A_Trance_of_Nightfall,human,soln2,00001,989_E._A_Trance_of_Nightfall,14,14,0,0,1,2,11,0,0,0,0,0,0,0,0
human/soln2/00001/0137_p00232_Life_Game,human,soln2,00001,p00232_Life_Game,11,11,0,0,3,1,3,0,0,0,4,0,0,0,0
human/soln2/00001/0235_p01963_Separate_String,human,soln2,00001,p01963_Separate_String,14,14,0,0,0,0,14,0,0,0,0,0,0,0,0
human/soln2/00001/0140_p00748_Pollock_s_conjecture,human,soln2,00001,p00748_Pollock_s_conjecture,10,10,0,0,2,1,7,0,0,0,0,0,0,0,0
human/soln2/00001/0089_157_A._Game_Outcome,human,soln2,00001,157_A._Game_Outcome,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
human/soln2/00001/0105_556_C._Case_of_Matryoshkas,human,soln2,00001,556_C._Case_of_Matryoshkas,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
human/soln2/00001/0096_319_B._Psychos_in_a_Line,human,soln2,00001,319_B._Psychos_in_a_Line,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0
human/soln2/00001/0085_1451_D._Circle_Game,human,soln2,00001,1451_D._Circle_Game,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
human/soln2/00001/0279_521_C._Pluses_everywhere,human,soln2,00001,521_C._Pluses_everywhere,9,9,0,0,0,0,4,0,0,0,3,2,0,0,0
human/soln2/00001/0031_85_D._Sum_of_Medians,human,soln2,00001,85_D._Sum_of_Medians,9,9,0,0,4,0,5,0,0,0,0,0,0,0,0
human/soln2/00001/0102_45_H._Road_Problem,human,soln2,00001,45_H._Road_Problem,9,9,0,0,1,0,7,0,0,0,1,0,0,0,0
human/soln2/00001/0097_343_B._Alternating_Current,human,soln2,00001,343_B._Alternating_Current,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0
human/soln2/00001/0025_724_F._Uniformly_Branched_Trees,human,soln2,00001,724_F._Uniformly_Branched_Trees,11,11,0,0,3,0,7,0,0,0,1,0,0,0,0
human/soln2/00001/0121_925_E._May_Holidays,human,soln2,00001,925_E._May_Holidays,22,16,6,0,4,0,11,0,0,0,0,7,0,0,0
human/soln2/00001/0214_p02868_NIKKEI_Programming_Contest_2019-2_-_Shortest_Path_on_a_Line,human,soln2,00001,p02868_NIKKEI_Programming_Contest_2019-2_-_Shortest_Path_on_a_Line,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0
human/soln2/00001/0092_223_C._Partial_Sums,human,soln2,00001,223_C._Partial_Sums,10,8,2,0,2,0,5,0,0,0,0,3,0,0,0
human/soln2/00001/0155_1059_A._Cashier,human,soln2,00001,1059_A._Cashier,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
human/soln2/00001/0170_1373_B._01_Game,human,soln2,00001,1373_B._01_Game,16,16,0,0,3,1,12,0,0,0,0,0,0,0,0
human/soln2/00001/0221_p03932_square869120Contest__3_-_Souvenirs,human,soln2,00001,p03932_square869120Contest__3_-_Souvenirs,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
human/soln2/00001/0207_891_D._Sloth,human,soln2,00001,891_D._Sloth,18,18,0,0,9,0,7,0,0,0,2,0,0,0,0
human/soln2/00001/0196_591_C._Median_Smoothing,human,soln2,00001,591_C._Median_Smoothing,7,7,0,0,1,0,5,0,0,0,0,1,0,0,0
human/soln2/00001/0019_586_F._Lizard_Era__Beginning,human,soln2,00001,586_F._Lizard_Era__Beginning,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0
human/soln2/00001/0079_1325_B._CopyCopyCopyCopyCopy,human,soln2,00001,1325_B._CopyCopyCopyCopyCopy,5,5,0,0,0,1,2,0,0,0,1,1,0,0,0
human/soln2/00001/0280_548_E._Mike_and_Foam,human,soln2,00001,548_E._Mike_and_Foam,11,11,0,0,2,1,7,0,0,0,1,0,0,0,0
human/soln2/00001/0282_596_E._Wilbur_and_Strings,human,soln2,00001,596_E._Wilbur_and_Strings,17,17,0,0,0,0,17,0,0,0,0,0,0,0,0
human/soln2/00001/0007_29_E._Quarrel,human,soln2,00001,29_E._Quarrel,11,11,0,0,0,2,9,0,0,0,0,0,0,0,0
human/soln2/00001/0222_p00025_Hit_and_Blow,human,soln2,00001,p00025_Hit_and_Blow,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
human/soln2/00001/0068_1091_G._New_Year_and_the_Factorisation_Collaboration,human,soln2,00001,1091_G._New_Year_and_the_Factorisation_Collaboration,34,34,0,0,6,0,27,0,0,0,1,0,0,0,0
human/soln2/00001/0035_958_E2._Guard_Duty__medium_,human,soln2,00001,958_E2._Guard_Duty__medium_,10,10,0,0,3,0,6,0,0,0,1,0,0,0,0
human/soln2/00001/0255_1359_D._Yet_Another_Yet_Another_Task,human,soln2,00001,1359_D._Yet_Another_Yet_Another_Task,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0
human/soln2/00001/0052_p00781_Lattice_Practices,human,soln2,00001,p00781_Lattice_Practices,22,22,0,0,7,1,14,0,0,0,0,0,0,0,0
human/soln2/00001/0047_p04048_AtCoder_Grand_Contest_001_-_Mysterious_Light,human,soln2,00001,p04048_AtCoder_Grand_Contest_001_-_Mysterious_Light,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
human/soln2/00001/0015_488_C._Fight_the_Monster,human,soln2,00001,488_C._Fight_the_Monster,9,9,0,0,4,1,4,0,0,0,0,0,0,0,0
human/soln2/00001/0070_1140_B._Good_String,human,soln2,00001,1140_B._Good_String,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
human/soln2/00001/0192_492_D._Vanya_and_Computer_Game,human,soln2,00001,492_D._Vanya_and_Computer_Game,9,9,0,0,0,1,8,0,0,0,0,0,0,0,0
human/soln2/00001/0098_366_D._Dima_and_Trap_Graph,human,soln2,00001,366_D._Dima_and_Trap_Graph,6,6,0,0,0,0,5,0,0,0,1,0,0,0,0
human/soln2/00001/0146_p01609_One,human,soln2,00001,p01609_One,24,24,0,0,6,1,16,0,0,0,1,0,0,0,0
human/soln2/00001/0120_903_D._Almost_Difference,human,soln2,00001,903_D._Almost_Difference,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
human/soln2/00001/0123_980_E._The_Number_Games,human,soln2,00001,980_E._The_Number_Games,16,16,0,0,2,0,13,0,0,0,1,0,0,0,0
human/soln2/00001/0157_10_B._Cinema_Cashier,human,soln2,00001,10_B._Cinema_Cashier,3,3,0,0,0,0,2,0,0,0,1,0,0,0,0
human/soln2/00001/0240_103_C._Russian_Roulette,human,soln2,00001,103_C._Russian_Roulette,8,8,0,0,5,1,2,0,0,0,0,0,0,0,0
human/soln2/00001/0173_1438_C._Engineer_Artem,human,soln2,00001,1438_C._Engineer_Artem,6,6,0,0,0,0,4,0,0,0,0,2,0,0,0
human/soln2/00001/0217_p03287_AtCoder_Beginner_Contest_105_-_Candy_Distribution,human,soln2,00001,p03287_AtCoder_Beginner_Contest_105_-_Candy_Distribution,5,5,0,0,2,1,2,0,0,0,0,0,0,0,0
human/soln2/00001/0259_1443_A._Kids_Seating,human,soln2,00001,1443_A._Kids_Seating,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
human/soln2/00001/0086_1475_D._Cleaning_the_Phone,human,soln2,00001,1475_D._Cleaning_the_Phone,31,31,0,0,17,0,11,0,0,0,2,1,0,0,0
human/soln2/00001/0274_401_E._Olympic_Games,human,soln2,00001,401_E._Olympic_Games,16,16,0,0,3,0,4,0,0,0,3,6,0,0,0
human/soln2/00001/0041_p03107_AtCoder_Beginner_Contest_120_-_Unification,human,soln2,00001,p03107_AtCoder_Beginner_Contest_120_-_Unification,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0
human/soln2/00001/0039_p02834_AtCoder_Beginner_Contest_148_-_Playing_Tag_on_Tree,human,soln2,00001,p02834_AtCoder_Beginner_Contest_148_-_Playing_Tag_on_Tree,7,7,0,0,0,1,6,0,0,0,0,0,0,0,0
human/soln2/00001/0038_p02705_AtCoder_Beginner_Contest_163_-_Circle_Pond,human,soln2,00001,p02705_AtCoder_Beginner_Contest_163_-_Circle_Pond,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
human/soln2/00001/0262_1515_I._Phoenix_and_Diamonds,human,soln2,00001,1515_I._Phoenix_and_Diamonds,45,45,0,0,10,0,33,0,0,0,2,0,0,0,0
human/soln2/00001/0238_p02398_How_Many_Divisors_,human,soln2,00001,p02398_How_Many_Divisors_,3,3,0,0,0,0,1,0,0,0,2,0,0,0,0
human/soln2/00001/0058_p01646_Dictionary,human,soln2,00001,p01646_Dictionary,27,27,0,0,14,1,12,0,0,0,0,0,0,0,0
human/soln2/00001/0131_p03371_AtCoder_Beginner_Contest_095_-_Half_and_Half,human,soln2,00001,p03371_AtCoder_Beginner_Contest_095_-_Half_and_Half,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
human/soln2/00001/0062_p02211_Apple_Adventure,human,soln2,00001,p02211_Apple_Adventure,50,50,0,0,7,2,41,0,0,0,0,0,0,0,0
human/soln2/00001/0267_239_A._Two_Bags_of_Potatoes,human,soln2,00001,239_A._Two_Bags_of_Potatoes,6,6,0,0,0,1,5,0,0,0,0,0,0,0,0
human/soln2/00001/0190_448_B._Suffix_Structures,human,soln2,00001,448_B._Suffix_Structures,8,8,0,0,2,4,2,0,0,0,0,0,0,0,0
human/soln2/00001/0161_1187_G._Gang_Up,human,soln2,00001,1187_G._Gang_Up,15,15,0,0,4,1,10,0,0,0,0,0,0,0,0
human/soln2/00001/0153_1011_A._Stages,human,soln2,00001,1011_A._Stages,10,10,0,0,2,2,6,0,0,0,0,0,0,0,0
human/soln2/00001/0278_498_B._Name_That_Tune,human,soln2,00001,498_B._Name_That_Tune,15,15,0,0,0,3,8,0,0,0,2,2,0,0,0
human/soln2/00001/0149_p02042_ABSum,human,soln2,00001,p02042_ABSum,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0
human/soln2/00001/0277_474_C._Captain_Marmot,human,soln2,00001,474_C._Captain_Marmot,14,14,0,0,6,1,7,0,0,0,0,0,0,0,0
human/soln2/00001/0220_p03762_AtCoder_Beginner_Contest_058_-____,human,soln2,00001,p03762_AtCoder_Beginner_Contest_058_-____,5,5,0,0,0,1,4,0,0,0,0,0,0,0,0
human/soln2/00001/0186_352_E._Jeff_and_Brackets,human,soln2,00001,352_E._Jeff_and_Brackets,7,7,0,0,1,0,6,0,0,0,0,0,0,0,0
human/soln2/00001/0024_702_E._Analysis_of_Pathes_in_Functional_Graph,human,soln2,00001,702_E._Analysis_of_Pathes_in_Functional_Graph,15,15,0,0,0,1,5,0,0,0,1,8,0,0,0
human/soln2/00001/0167_1310_B._Double_Elimination,human,soln2,00001,1310_B._Double_Elimination,16,16,0,0,1,0,13,0,0,0,2,0,0,0,0
human/soln2/00001/0004_228_D._Zigzag,human,soln2,00001,228_D._Zigzag,11,11,0,0,0,0,8,0,0,0,0,3,0,0,0
human/soln2/00001/0108_626_D._Jerry_s_Protest,human,soln2,00001,626_D._Jerry_s_Protest,5,5,0,0,0,0,4,0,0,0,1,0,0,0,0
human/soln2/00001/0219_p03603_AtCoder_Regular_Contest_083_-_Bichrome_Tree,human,soln2,00001,p03603_AtCoder_Regular_Contest_083_-_Bichrome_Tree,7,7,0,0,0,0,5,0,0,0,2,0,0,0,0
human/soln2/00001/0178_166_A._Rank_List,human,soln2,00001,166_A._Rank_List,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0
human/soln2/00001/0046_p03889_CODE_FESTIVAL_2016_Relay__Parallel__-_Mirror_String,human,soln2,00001,p03889_CODE_FESTIVAL_2016_Relay__Parallel__-_Mirror_String,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
human/soln2/00001/0009_348_A._Mafia,human,soln2,00001,348_A._Mafia,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0
human/soln2/00001/0042_p03254_AtCoder_Grand_Contest_027_-_Candy_Distribution_Again,human,soln2,00001,p03254_AtCoder_Grand_Contest_027_-_Candy_Distribution_Again,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
human/soln2/00001/0078_1301_B._Motarack_s_Birthday,human,soln2,00001,1301_B._Motarack_s_Birthday,7,7,0,0,0,2,4,0,0,0,0,1,0,0,0
human/soln2/00001/0067_1070_C._Cloud_Computing,human,soln2,00001,1070_C._Cloud_Computing,11,11,0,0,1,1,9,0,0,0,0,0,0,0,0
human/soln2/00001/0129_p03080_ExaWizards_2019_-_Red_or_Blue,human,soln2,00001,p03080_ExaWizards_2019_-_Red_or_Blue,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0
human/soln2/00001/0130_p03225_Tenka1_Programmer_Contest_-_Equilateral,human,soln2,00001,p03225_Tenka1_Programmer_Contest_-_Equilateral,9,9,0,0,4,1,3,0,0,0,0,1,0,0,0
human/soln2/00001/0138_p00395_Maze_and_Items,human,soln2,00001,p00395_Maze_and_Items,21,21,0,0,0,3,15,0,0,0,1,2,0,0,0
human/soln2/00001/0002_180_D._Name,human,soln2,00001,180_D._Name,8,8,0,0,2,1,5,0,0,0,0,0,0,0,0
human/soln2/00001/0033_909_D._Colorful_Points,human,soln2,00001,909_D._Colorful_Points,7,7,0,0,2,1,3,0,0,0,1,0,0,0,0
human/soln2/00001/0268_263_D._Cycle_in_Graph,human,soln2,00001,263_D._Cycle_in_Graph,9,9,0,0,0,0,7,0,0,0,1,1,0,0,0
human/soln2/00001/0286_690_A1._Collective_Mindsets__easy_,human,soln2,00001,690_A1._Collective_Mindsets__easy_,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
human/soln2/00001/0152_p02472_Addition_of_Big_Integers,human,soln2,00001,p02472_Addition_of_Big_Integers,34,34,0,0,17,8,9,0,0,0,0,0,0,0,0
human/soln2/00001/0011_392_D._Three_Arrays,human,soln2,00001,392_D._Three_Arrays,8,8,0,0,4,0,3,0,0,0,1,0,0,0,0
human/soln2/00001/0269_287_D._Shifting,human,soln2,00001,287_D._Shifting,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0
human/soln2/00001/0163_1225_B1._TV_Subscriptions__Easy_Version_,human,soln2,00001,1225_B1._TV_Subscriptions__Easy_Version_,10,10,0,0,3,1,5,0,0,0,1,0,0,0,0
human/soln2/00001/0027_76_B._Mice,human,soln2,00001,76_B._Mice,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
human/soln2/00001/0141_p00886_Towns_along_a_Highway,human,soln2,00001,p00886_Towns_along_a_Highway,11,11,0,0,7,1,3,0,0,0,0,0,0,0,0
human/soln2/00001/0266_215_A._Bicycle_Chain,human,soln2,00001,215_A._Bicycle_Chain,5,5,0,0,2,0,2,0,0,0,1,0,0,0,0
human/soln2/00001/0045_p03725_AtCoder_Grand_Contest_014_-_Closed_Rooms,human,soln2,00001,p03725_AtCoder_Grand_Contest_014_-_Closed_Rooms,9,9,0,0,0,0,9,0,0,0,0,0,0,0,0
human/soln2/00001/0022_656_E._Out_of_Controls,human,soln2,00001,656_E._Out_of_Controls,7,7,0,0,0,1,5,0,0,0,1,0,0,0,0
human/soln2/00001/0107_604_A._Uncowed_Forces,human,soln2,00001,604_A._Uncowed_Forces,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
human/soln2/00001/0064_1003_D._Coins_and_Queries,human,soln2,00001,1003_D._Coins_and_Queries,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0
human/soln2/00001/0215_p03003_AtCoder_Beginner_Contest_130_-_Common_Subsequence,human,soln2,00001,p03003_AtCoder_Beginner_Contest_130_-_Common_Subsequence,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0
human/soln2/00001/0125_p02548_AtCoder_Beginner_Contest_179_-_A_x_B___C,human,soln2,00001,p02548_AtCoder_Beginner_Contest_179_-_A_x_B___C,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
human/soln2/00001/0283_618_B._Guess_the_Permutation,human,soln2,00001,618_B._Guess_the_Permutation,4,4,0,0,0,0,2,0,0,0,0,2,0,0,0
human/soln2/00001/0261_1493_C._K-beautiful_Strings,human,soln2,00001,1493_C._K-beautiful_Strings,15,15,0,0,5,0,9,0,0,0,1,0,0,0,0
human/soln2/00001/0114_765_D._Artsem_and_Saunders,human,soln2,00001,765_D._Artsem_and_Saunders,3,3,0,0,0,0,2,0,0,0,1,0,0,0,0
human/soln2/00001/0119_87_B._Vasya_and_Types,human,soln2,00001,87_B._Vasya_and_Types,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
human/soln2/00001/0275_42_A._Guilty___to_the_kitchen_,human,soln2,00001,42_A._Guilty___to_the_kitchen_,5,5,0,0,0,1,2,0,0,0,0,2,0,0,0
human/soln2/00001/0037_p02574_AtCoder_Beginner_Contest_177_-_Coprime,human,soln2,00001,p02574_AtCoder_Beginner_Contest_177_-_Coprime,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
human/soln2/00001/0126_p02679_AtCoder_Beginner_Contest_168_-____Bullet_,human,soln2,00001,p02679_AtCoder_Beginner_Contest_168_-____Bullet_,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0
human/soln2/00001/0063_p02365_Minimum-Cost_Arborescence,human,soln2,00001,p02365_Minimum-Cost_Arborescence,41,41,0,0,25,1,15,0,0,0,0,0,0,0,0
human/soln2/00001/0172_141_C._Queue,human,soln2,00001,141_C._Queue,12,12,0,0,0,2,9,0,0,0,1,0,0,0,0
human/soln2/00001/0250_1251_E1._Voting__Easy_Version_,human,soln2,00001,1251_E1._Voting__Easy_Version_,8,8,0,0,0,1,5,0,0,0,1,1,0,0,0
human/soln2/00001/0203_799_D._Field_expansion,human,soln2,00001,799_D._Field_expansion,7,7,0,0,1,0,4,0,0,0,1,1,0,0,0
human/soln2/00001/0093_248_A._Cupboards,human,soln2,00001,248_A._Cupboards,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
human/soln2/00001/0012_415_E._Mashmokh_and_Reverse_Operation,human,soln2,00001,415_E._Mashmokh_and_Reverse_Operation,7,7,0,0,1,0,6,0,0,0,0,0,0,0,0
human/soln2/00001/0091_19_B._Checkout_Assistant,human,soln2,00001,19_B._Checkout_Assistant,8,3,5,0,0,0,3,0,0,0,0,5,0,0,0
human/soln2/00001/0185_331_A2._Oh_Sweet_Beaverette,human,soln2,00001,331_A2._Oh_Sweet_Beaverette,10,10,0,0,0,0,4,0,0,0,1,5,0,0,0
human/soln2/00001/0084_1428_D._Bouncing_Boomerangs,human,soln2,00001,1428_D._Bouncing_Boomerangs,13,13,0,0,0,0,13,0,0,0,0,0,0,0,0
