sample_id,model,generation,batch,problem_key,error_id,severity,cwe,message
qwen/gen_3/00000_3/0264_1244_C._The_Football_Season,qwen,gen_3,00000_3,1244 c the football season,shadowVariable,style,398,Local variable 'y' shadows outer variable
qwen/gen_3/00000_3/0264_1244_C._The_Football_Season,qwen,gen_3,00000_3,1244 c the football season,shadowVariable,style,398,Local variable 'z' shadows outer variable
qwen/gen_3/00000_3/0172_1081_D._Maximum_Distance,qwen,gen_3,00000_3,1081 d maximum distance,constVariableReference,style,398,Variable 'edge' can be declared as reference to const
qwen/gen_3/00000_3/0172_1081_D._Maximum_Distance,qwen,gen_3,00000_3,1081 d maximum distance,constVariableReference,style,398,Variable 's' can be declared as reference to const
qwen/gen_3/00000_3/0172_1081_D._Maximum_Distance,qwen,gen_3,00000_3,1081 d maximum distance,constVariableReference,style,398,Variable 's2' can be declared as reference to const
qwen/gen_3/00000_3/0196_283_D._Cows_and_Cool_Sequences,qwen,gen_3,00000_3,283 d cows and cool sequences,moduloofone,style,,Modulo of one is always equal to zero
qwen/gen_3/00000_3/0108_219_A._k-String,qwen,gen_3,00000_3,219 a k string,unreadVariable,style,563,Variable 'len' is assigned a value that is never used.
qwen/gen_3/00000_3/0108_219_A._k-String,qwen,gen_3,00000_3,219 a k string,unreadVariable,style,563,Variable 'len' is assigned a value that is never used.
qwen/gen_3/00000_3/0273_1455_F._String_and_Operations,qwen,gen_3,00000_3,1455 f string and operations,useStlAlgorithm,style,398,Consider using std::transform algorithm instead of a raw loop.
qwen/gen_3/00000_3/0273_1455_F._String_and_Operations,qwen,gen_3,00000_3,1455 f string and operations,useStlAlgorithm,style,398,Consider using std::transform algorithm instead of a raw loop.
qwen/gen_3/00000_3/0227_p02741_Panasonic_Programming_Contest_2020_-_Kth_Term,qwen,gen_3,00000_3,p02741 panasonic programming contest 2020 kth term,constVariable,style,398,Variable 'sequence' can be declared as const array
qwen/gen_3/00000_3/0071_p00680_KND_Factory,qwen,gen_3,00000_3,p00680 knd factory,shadowVariable,style,398,Local variable 'coeff' shadows outer variable
qwen/gen_3/00000_3/0071_p00680_KND_Factory,qwen,gen_3,00000_3,p00680 knd factory,shadowVariable,style,398,Local variable 'T' shadows outer variable
qwen/gen_3/00000_3/0071_p00680_KND_Factory,qwen,gen_3,00000_3,p00680 knd factory,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_3/00000_3/0071_p00680_KND_Factory,qwen,gen_3,00000_3,p00680 knd factory,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_3/00000_3/0243_p01083_RedBlue,qwen,gen_3,00000_3,p01083 redblue,shadowFunction,style,398,Local variable 'dist' shadows outer function
qwen/gen_3/00000_3/0045_730_J._Bottles,qwen,gen_3,00000_3,730 j bottles,knownConditionTrueFalse,style,570,Condition 'total_soda<=0' is always false
qwen/gen_3/00000_3/0045_730_J._Bottles,qwen,gen_3,00000_3,730 j bottles,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0257_1096_E._The_Top_Scorer,qwen,gen_3,00000_3,1096 e the top scorer,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0261_1184_B3._The_Doctor_Meets_Vader__Hard_,qwen,gen_3,00000_3,1184 b3 the doctor meets vader hard,variableScope,style,398,The scope of the variable 'profit' can be reduced.
qwen/gen_3/00000_3/0261_1184_B3._The_Doctor_Meets_Vader__Hard_,qwen,gen_3,00000_3,1184 b3 the doctor meets vader hard,variableScope,style,398,The scope of the variable 'base_gold_j' can be reduced.
qwen/gen_3/00000_3/0261_1184_B3._The_Doctor_Meets_Vader__Hard_,qwen,gen_3,00000_3,1184 b3 the doctor meets vader hard,unreadVariable,style,563,Variable 'attacked' is assigned a value that is never used.
qwen/gen_3/00000_3/0074_p01086_Short_Phrase,qwen,gen_3,00000_3,p01086 short phrase,constVariable,style,398,Variable 'sections' can be declared as const array
qwen/gen_3/00000_3/0129_716_D._Complete_The_Graph,qwen,gen_3,00000_3,716 d complete the graph,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_3/00000_3/0195_25_D._Roads_not_only_in_Berland,qwen,gen_3,00000_3,25 d roads not only in berland,constVariableReference,style,398,Variable 'action' can be declared as reference to const
qwen/gen_3/00000_3/0195_25_D._Roads_not_only_in_Berland,qwen,gen_3,00000_3,25 d roads not only in berland,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0112_316_B2._EKG,qwen,gen_3,00000_3,316 b2 ekg,useStlAlgorithm,style,398,Consider using std::copy_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0013_1334_D._Minimum_Euler_Cycle,qwen,gen_3,00000_3,1334 d minimum euler cycle,unreadVariable,style,563,Variable 'len' is assigned a value that is never used.
qwen/gen_3/00000_3/0013_1334_D._Minimum_Euler_Cycle,qwen,gen_3,00000_3,1334 d minimum euler cycle,unreadVariable,style,563,Variable 'len' is assigned a value that is never used.
qwen/gen_3/00000_3/0080_p01974_Pigeonhole_principle,qwen,gen_3,00000_3,p01974 pigeonhole principle,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0121_526_A._King_of_Thieves,qwen,gen_3,00000_3,526 a king of thieves,useStlAlgorithm,style,398,Consider using std::copy_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0253_1007_E._Mini_Metro,qwen,gen_3,00000_3,1007 e mini metro,duplicateAssignExpression,style,398,Same expression used in consecutive assignments of 'hi' and 'ans'.
qwen/gen_3/00000_3/0259_1144_B._Parity_Alternated_Deletions,qwen,gen_3,00000_3,1144 b parity alternated deletions,knownConditionTrueFalse,style,570,Condition 'odd.empty()' is always false
qwen/gen_3/00000_3/0246_p01535_Markup_language_has_Declined,qwen,gen_3,00000_3,p01535 markup language has declined,shadowVariable,style,398,Local variable 'node' shadows outer variable
qwen/gen_3/00000_3/0246_p01535_Markup_language_has_Declined,qwen,gen_3,00000_3,p01535 markup language has declined,shadowVariable,style,398,Local variable 'node' shadows outer variable
qwen/gen_3/00000_3/0246_p01535_Markup_language_has_Declined,qwen,gen_3,00000_3,p01535 markup language has declined,shadowVariable,style,398,Local variable 'node' shadows outer variable
qwen/gen_3/00000_3/0246_p01535_Markup_language_has_Declined,qwen,gen_3,00000_3,p01535 markup language has declined,constParameterPointer,style,398,Parameter 'node' can be declared as pointer to const
qwen/gen_3/00000_3/0246_p01535_Markup_language_has_Declined,qwen,gen_3,00000_3,p01535 markup language has declined,constVariablePointer,style,398,Variable 'child' can be declared as pointer to const
qwen/gen_3/00000_3/0246_p01535_Markup_language_has_Declined,qwen,gen_3,00000_3,p01535 markup language has declined,constVariablePointer,style,398,Variable 'child' can be declared as pointer to const
qwen/gen_3/00000_3/0246_p01535_Markup_language_has_Declined,qwen,gen_3,00000_3,p01535 markup language has declined,useStlAlgorithm,style,398,Consider using std::copy_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0246_p01535_Markup_language_has_Declined,qwen,gen_3,00000_3,p01535 markup language has declined,useStlAlgorithm,style,398,Consider using std::copy_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0025_235_D._Graph_Game,qwen,gen_3,00000_3,235 d graph game,pointerOutOfBoundsCond,portability,758,"Undefined behaviour, when 'n' is 3006 the pointer arithmetic 'visited+n' is out of bounds."
qwen/gen_3/00000_3/0025_235_D._Graph_Game,qwen,gen_3,00000_3,235 d graph game,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0025_235_D._Graph_Game,qwen,gen_3,00000_3,235 d graph game,unreadVariable,style,563,Variable 'sum' is assigned a value that is never used.
qwen/gen_3/00000_3/0025_235_D._Graph_Game,qwen,gen_3,00000_3,235 d graph game,unreadVariable,style,563,Variable 'sum' is assigned a value that is never used.
qwen/gen_3/00000_3/0249_p01970_The_Diversity_of_Prime_Factorization,qwen,gen_3,00000_3,p01970 the diversity of prime factorization,constVariableReference,style,398,Variable 'x' can be declared as reference to const
qwen/gen_3/00000_3/0249_p01970_The_Diversity_of_Prime_Factorization,qwen,gen_3,00000_3,p01970 the diversity of prime factorization,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0236_p00032_Plastic_Board,qwen,gen_3,00000_3,p00032 plastic board,unreadVariable,style,563,Variable 'max_side' is assigned a value that is never used.
qwen/gen_3/00000_3/0236_p00032_Plastic_Board,qwen,gen_3,00000_3,p00032 plastic board,unreadVariable,style,563,Variable 'min_side' is assigned a value that is never used.
qwen/gen_3/00000_3/0236_p00032_Plastic_Board,qwen,gen_3,00000_3,p00032 plastic board,unreadVariable,style,563,Variable 'max_side' is assigned a value that is never used.
qwen/gen_3/00000_3/0236_p00032_Plastic_Board,qwen,gen_3,00000_3,p00032 plastic board,unreadVariable,style,563,Variable 'min_side' is assigned a value that is never used.
qwen/gen_3/00000_3/0130_737_A._Road_to_Cinema,qwen,gen_3,00000_3,737 a road to cinema,variableScope,style,398,The scope of the variable 'fuel_needed_to_get_there' can be reduced.
qwen/gen_3/00000_3/0130_737_A._Road_to_Cinema,qwen,gen_3,00000_3,737 a road to cinema,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0130_737_A._Road_to_Cinema,qwen,gen_3,00000_3,737 a road to cinema,unreadVariable,style,563,Variable 'time_to_get_there_accel' is assigned a value that is never used.
qwen/gen_3/00000_3/0262_1202_C._You_Are_Given_a_WASD-string...,qwen,gen_3,00000_3,1202 c you are given a wasd string,constVariable,style,398,Variable 'dx' can be declared as const array
qwen/gen_3/00000_3/0262_1202_C._You_Are_Given_a_WASD-string...,qwen,gen_3,00000_3,1202 c you are given a wasd string,constVariable,style,398,Variable 'dy' can be declared as const array
qwen/gen_3/00000_3/0072_p00822_Weather_Forecast,qwen,gen_3,00000_3,p00822 weather forecast,constParameterReference,style,398,Parameter 'schedule' can be declared as reference to const
qwen/gen_3/00000_3/0019_1466_F._Euclid_s_nightmare,qwen,gen_3,00000_3,1466 f euclid s nightmare,constVariableReference,style,398,Variable 'x' can be declared as reference to const
qwen/gen_3/00000_3/0138_920_E._Connected_Components_,qwen,gen_3,00000_3,920 e connected components,useStlAlgorithm,style,398,Consider using std::any_of algorithm instead of a raw loop.
qwen/gen_3/00000_3/0200_378_C._Maze,qwen,gen_3,00000_3,378 c maze,unreadVariable,style,563,Variable 'to_mark' is assigned a value that is never used.
qwen/gen_3/00000_3/0128_691_D._Swaps_in_Permutation,qwen,gen_3,00000_3,691 d swaps in permutation,knownConditionTrueFalse,style,570,Condition 'j<component.size()' is always false
qwen/gen_3/00000_3/0128_691_D._Swaps_in_Permutation,qwen,gen_3,00000_3,691 d swaps in permutation,useStlAlgorithm,style,398,Consider using std::transform algorithm instead of a raw loop.
qwen/gen_3/00000_3/0128_691_D._Swaps_in_Permutation,qwen,gen_3,00000_3,691 d swaps in permutation,knownEmptyContainer,style,398,Iterating over container 'component' that is always empty.
qwen/gen_3/00000_3/0128_691_D._Swaps_in_Permutation,qwen,gen_3,00000_3,691 d swaps in permutation,knownEmptyContainer,style,398,Using sort with iterator 'component.begin()' that is always empty.
qwen/gen_3/00000_3/0118_455_C._Civilization,qwen,gen_3,00000_3,455 c civilization,noExplicitConstructor,style,398,Struct 'DisjointSet' has a constructor with 1 argument that is not explicit.
qwen/gen_3/00000_3/0119_478_A._Initial_Bet,qwen,gen_3,00000_3,478 a initial bet,useStlAlgorithm,style,398,Consider using std::any_of algorithm instead of a raw loop.
qwen/gen_3/00000_3/0147_p03343_AtCoder_Regular_Contest_098_-_Range_Minimum_Queries,qwen,gen_3,00000_3,p03343 atcoder regular contest 098 range minimum queries,containerOutOfBounds,error,398,Out of bounds access in expression 'window.begin()' because 'window' is empty.
qwen/gen_3/00000_3/0123_578_C._Weakness_and_Poorness,qwen,gen_3,00000_3,578 c weakness and poorness,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0162_p01576_Exciting_Bicycle,qwen,gen_3,00000_3,p01576 exciting bicycle,syntaxError,error,,Unmatched '('. Configuration: ''.
qwen/gen_3/00000_3/0085_1043_A._Elections,qwen,gen_3,00000_3,1043 a elections,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0058_p02744_Panasonic_Programming_Contest_2020_-_String_Equivalence,qwen,gen_3,00000_3,p02744 panasonic programming contest 2020 string equivalence,passedByValue,performance,398,Function parameter 'current' should be passed by const reference.
qwen/gen_3/00000_3/0058_p02744_Panasonic_Programming_Contest_2020_-_String_Equivalence,qwen,gen_3,00000_3,p02744 panasonic programming contest 2020 string equivalence,useStlAlgorithm,style,398,Consider using std::all_of or std::none_of algorithm instead of a raw loop.
qwen/gen_3/00000_3/0174_1129_A2._Toy_Train,qwen,gen_3,00000_3,1129 a2 toy train,unreadVariable,style,563,Variable 'nextStation' is assigned a value that is never used.
qwen/gen_3/00000_3/0174_1129_A2._Toy_Train,qwen,gen_3,00000_3,1129 a2 toy train,unreadVariable,style,563,Variable 'nextStation' is assigned a value that is never used.
qwen/gen_3/00000_3/0094_1253_F._Cheap_Robot,qwen,gen_3,00000_3,1253 f cheap robot,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_3/00000_3/0094_1253_F._Cheap_Robot,qwen,gen_3,00000_3,1253 f cheap robot,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_3/00000_3/0030_354_E._Lucky_Number_Representation,qwen,gen_3,00000_3,354 e lucky number representation,constVariable,style,398,Variable 'powers' can be declared as const array
qwen/gen_3/00000_3/0030_354_E._Lucky_Number_Representation,qwen,gen_3,00000_3,354 e lucky number representation,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0035_494_D._Birthday,qwen,gen_3,00000_3,494 d birthday,shadowVariable,style,398,Local variable 'q' shadows outer variable
qwen/gen_3/00000_3/0035_494_D._Birthday,qwen,gen_3,00000_3,494 d birthday,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_3/00000_3/0035_494_D._Birthday,qwen,gen_3,00000_3,494 d birthday,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_3/00000_3/0035_494_D._Birthday,qwen,gen_3,00000_3,494 d birthday,constVariableReference,style,398,Variable 'q' can be declared as reference to const
qwen/gen_3/00000_3/0122_551_B._ZgukistringZ,qwen,gen_3,00000_3,551 b zgukistringz,unreadVariable,style,563,Variable 'i' is assigned a value that is never used.
qwen/gen_3/00000_3/0122_551_B._ZgukistringZ,qwen,gen_3,00000_3,551 b zgukistringz,unreadVariable,style,563,Variable 'j' is assigned a value that is never used.
qwen/gen_3/00000_3/0122_551_B._ZgukistringZ,qwen,gen_3,00000_3,551 b zgukistringz,unreadVariable,style,563,Variable 'i' is assigned a value that is never used.
qwen/gen_3/00000_3/0122_551_B._ZgukistringZ,qwen,gen_3,00000_3,551 b zgukistringz,unreadVariable,style,563,Variable 'j' is assigned a value that is never used.
qwen/gen_3/00000_3/0039_593_C._Beautiful_Function,qwen,gen_3,00000_3,593 c beautiful function,shadowVariable,style,398,Local variable 'c' shadows outer variable
qwen/gen_3/00000_3/0039_593_C._Beautiful_Function,qwen,gen_3,00000_3,593 c beautiful function,shadowVariable,style,398,Local variable 'fx' shadows outer variable
qwen/gen_3/00000_3/0039_593_C._Beautiful_Function,qwen,gen_3,00000_3,593 c beautiful function,shadowVariable,style,398,Local variable 'fy' shadows outer variable
qwen/gen_3/00000_3/0039_593_C._Beautiful_Function,qwen,gen_3,00000_3,593 c beautiful function,unreadVariable,style,563,Variable 'found' is assigned a value that is never used.
qwen/gen_3/00000_3/0272_1413_F._Roads_and_Ramen,qwen,gen_3,00000_3,1413 f roads and ramen,unreadVariable,style,563,Variable 'ans' is assigned a value that is never used.
qwen/gen_3/00000_3/0245_p01353_Rabbit_Plays_Games_,qwen,gen_3,00000_3,p01353 rabbit plays games,constParameterCallback,style,398,"Parameter 'e1' can be declared as reference to const. However it seems that 'compare' is a callback function, if 'e1' is declared with const you might also need to cast function pointer(s)."
qwen/gen_3/00000_3/0245_p01353_Rabbit_Plays_Games_,qwen,gen_3,00000_3,p01353 rabbit plays games,constParameterCallback,style,398,"Parameter 'e2' can be declared as reference to const. However it seems that 'compare' is a callback function, if 'e2' is declared with const you might also need to cast function pointer(s)."
qwen/gen_3/00000_3/0251_p02257_Prime_Numbers,qwen,gen_3,00000_3,p02257 prime numbers,useStlAlgorithm,style,398,Consider using std::count_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0180_1269_B._Modulo_Equality,qwen,gen_3,00000_3,1269 b modulo equality,variableScope,style,398,The scope of the variable 'diff' can be reduced.
qwen/gen_3/00000_3/0190_1490_D._Permutation_Transformation,qwen,gen_3,00000_3,1490 d permutation transformation,constVariableReference,style,398,Variable 'x' can be declared as reference to const
qwen/gen_3/00000_3/0160_p01262_Adaptive_Time_Slicing_Quantization,qwen,gen_3,00000_3,p01262 adaptive time slicing quantization,constParameterReference,style,398,Parameter 'frame' can be declared as reference to const
qwen/gen_3/00000_3/0051_868_A._Bark_to_Unlock,qwen,gen_3,00000_3,868 a bark to unlock,iterateByValue,performance,398,Range variable 'w1' should be declared as const reference.
qwen/gen_3/00000_3/0051_868_A._Bark_to_Unlock,qwen,gen_3,00000_3,868 a bark to unlock,iterateByValue,performance,398,Range variable 'w2' should be declared as const reference.
qwen/gen_3/00000_3/0051_868_A._Bark_to_Unlock,qwen,gen_3,00000_3,868 a bark to unlock,useStlAlgorithm,style,398,Consider using std::any_of algorithm instead of a raw loop.
qwen/gen_3/00000_3/0040_615_A._Bulbs,qwen,gen_3,00000_3,615 a bulbs,useStlAlgorithm,style,398,Consider using std::any_of algorithm instead of a raw loop.
qwen/gen_3/00000_3/0255_1053_C._Putting_Boxes_Together,qwen,gen_3,00000_3,1053 c putting boxes together,noCopyConstructor,warning,398,Struct 'SegmentTree' does not have a copy constructor which is recommended since it has dynamic memory/resource management.
qwen/gen_3/00000_3/0255_1053_C._Putting_Boxes_Together,qwen,gen_3,00000_3,1053 c putting boxes together,noOperatorEq,warning,398,Struct 'SegmentTree' does not have a operator= which is recommended since it has dynamic memory/resource management.
qwen/gen_3/00000_3/0255_1053_C._Putting_Boxes_Together,qwen,gen_3,00000_3,1053 c putting boxes together,noDestructor,warning,398,Struct 'SegmentTree' does not have a destructor which is recommended since it has dynamic memory/resource management.
qwen/gen_3/00000_3/0255_1053_C._Putting_Boxes_Together,qwen,gen_3,00000_3,1053 c putting boxes together,noExplicitConstructor,style,398,Struct 'SegmentTree' has a constructor with 1 argument that is not explicit.
qwen/gen_3/00000_3/0255_1053_C._Putting_Boxes_Together,qwen,gen_3,00000_3,1053 c putting boxes together,uninitvar,warning,457,Uninitialized variable: medianPos
qwen/gen_3/00000_3/0114_361_C._Levko_and_Array_Recovery,qwen,gen_3,00000_3,361 c levko and array recovery,useStlAlgorithm,style,398,Consider using std::any_of algorithm instead of a raw loop.
qwen/gen_3/00000_3/0081_p02120_Cluster_Network,qwen,gen_3,00000_3,p02120 cluster network,constVariableReference,style,398,Variable 'j' can be declared as reference to const
qwen/gen_3/00000_3/0222_914_F._Substrings_in_a_String,qwen,gen_3,00000_3,914 f substrings in a string,variableScope,style,398,The scope of the variable 'tm' can be reduced.
qwen/gen_3/00000_3/0000_1012_E._Cycle_sort,qwen,gen_3,00000_3,1012 e cycle sort,constVariableReference,style,398,Variable 'cycle' can be declared as reference to const
qwen/gen_3/00000_3/0235_p03940_AtCoder_Grand_Contest_007_-_Shik_and_Game,qwen,gen_3,00000_3,p03940 atcoder grand contest 007 shik and game,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0157_p00860_The_Morning_after_Halloween,qwen,gen_3,00000_3,p00860 the morning after halloween,passedByValue,performance,398,Function parameter 'end' should be passed by const reference.
qwen/gen_3/00000_3/0157_p00860_The_Morning_after_Halloween,qwen,gen_3,00000_3,p00860 the morning after halloween,useStlAlgorithm,style,398,Consider using std::any_of algorithm instead of a raw loop.
qwen/gen_3/00000_3/0157_p00860_The_Morning_after_Halloween,qwen,gen_3,00000_3,p00860 the morning after halloween,useStlAlgorithm,style,398,Consider using std::any_of algorithm instead of a raw loop.
qwen/gen_3/00000_3/0017_1421_B._Putting_Bricks_in_the_Wall,qwen,gen_3,00000_3,1421 b putting bricks in the wall,constParameterReference,style,398,Parameter 'grid' can be declared as reference to const
qwen/gen_3/00000_3/0017_1421_B._Putting_Bricks_in_the_Wall,qwen,gen_3,00000_3,1421 b putting bricks in the wall,constVariableReference,style,398,Variable 'p' can be declared as reference to const
qwen/gen_3/00000_3/0017_1421_B._Putting_Bricks_in_the_Wall,qwen,gen_3,00000_3,1421 b putting bricks in the wall,constVariable,style,398,Variable 'dx' can be declared as const array
qwen/gen_3/00000_3/0017_1421_B._Putting_Bricks_in_the_Wall,qwen,gen_3,00000_3,1421 b putting bricks in the wall,constVariable,style,398,Variable 'dy' can be declared as const array
qwen/gen_3/00000_3/0202_425_A._Sereja_and_Swaps,qwen,gen_3,00000_3,425 a sereja and swaps,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0221_893_A._Chess_For_Three,qwen,gen_3,00000_3,893 a chess for three,unreadVariable,style,563,Variable 'next_spectator' is assigned a value that is never used.
qwen/gen_3/00000_3/0221_893_A._Chess_For_Three,qwen,gen_3,00000_3,893 a chess for three,unreadVariable,style,563,Variable 'next_spectator' is assigned a value that is never used.
qwen/gen_3/00000_3/0097_133_D._Piet,qwen,gen_3,00000_3,133 d piet,shadowVariable,style,398,Local variable 'dx' shadows outer variable
qwen/gen_3/00000_3/0097_133_D._Piet,qwen,gen_3,00000_3,133 d piet,shadowVariable,style,398,Local variable 'dy' shadows outer variable
qwen/gen_3/00000_3/0097_133_D._Piet,qwen,gen_3,00000_3,133 d piet,constVariable,style,398,Variable 'dx' can be declared as const array
qwen/gen_3/00000_3/0097_133_D._Piet,qwen,gen_3,00000_3,133 d piet,constVariable,style,398,Variable 'dy' can be declared as const array
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,constParameterCallback,style,398,"Parameter 'a' can be declared as reference to const. However it seems that 'compAtk' is a callback function, if 'a' is declared with const you might also need to cast function pointer(s)."
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,constParameterCallback,style,398,"Parameter 'b' can be declared as reference to const. However it seems that 'compAtk' is a callback function, if 'b' is declared with const you might also need to cast function pointer(s)."
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,constVariableReference,style,398,Variable 'res' can be declared as reference to const
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,constVariableReference,style,398,Variable 'res' can be declared as reference to const
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,constParameterCallback,style,398,"Parameter 'a' can be declared as reference to const. However it seems that 'compDef' is a callback function, if 'a' is declared with const you might also need to cast function pointer(s)."
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,constParameterCallback,style,398,"Parameter 'b' can be declared as reference to const. However it seems that 'compDef' is a callback function, if 'b' is declared with const you might also need to cast function pointer(s)."
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,constVariableReference,style,398,Variable 'res' can be declared as reference to const
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,constVariableReference,style,398,Variable 'res' can be declared as reference to const
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,constParameterCallback,style,398,"Parameter 'a' can be declared as reference to const. However it seems that 'compRes' is a callback function, if 'a' is declared with const you might also need to cast function pointer(s)."
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,constParameterCallback,style,398,"Parameter 'b' can be declared as reference to const. However it seems that 'compRes' is a callback function, if 'b' is declared with const you might also need to cast function pointer(s)."
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,constVariableReference,style,398,Variable 'res' can be declared as reference to const
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,constVariableReference,style,398,Variable 'res' can be declared as reference to const
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::transform algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::transform algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::transform algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0171_105_C._Item_World,qwen,gen_3,00000_3,105 c item world,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_3/00000_3/0159_p01123_Let_s_Move_Tiles_,qwen,gen_3,00000_3,p01123 let s move tiles,constVariableReference,style,398,Variable 'row' can be declared as reference to const
qwen/gen_3/00000_3/0145_p03052_diverta_2019_Programming_Contest_-_Edge_Ordering,qwen,gen_3,00000_3,p03052 diverta 2019 programming contest edge ordering,variableScope,style,398,The scope of the variable 'w' can be reduced.
qwen/gen_3/00000_3/0211_662_C._Binary_Table,qwen,gen_3,00000_3,662 c binary table,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_3/00000_3/0217_79_D._Password,qwen,gen_3,00000_3,79 d password,useStlAlgorithm,style,398,"Consider using std::any_of, std::all_of, std::none_of, or std::accumulate algorithm instead of a raw loop."
