model,generation,instruction_id,error_id,severity,cwe
human,soln2,0209,passedByValue,performance,398
human,soln2,0209,passedByValue,performance,398
human,soln2,0209,passedByValue,performance,398
human,soln2,0209,passedByValue,performance,398
human,soln2,0209,passedByValue,performance,398
human,soln2,0209,passedByValue,performance,398
human,soln2,0209,passedByValue,performance,398
human,soln2,0209,constParameterReference,style,398
human,soln2,0209,constParameterReference,style,398
human,soln2,0164,shadowVariable,style,398
human,soln2,0164,shadowVariable,style,398
human,soln2,0164,constParameterReference,style,398
human,soln2,0164,constParameterReference,style,398
human,soln2,0164,constParameterReference,style,398
human,soln2,0164,constParameterReference,style,398
human,soln2,0181,unreadVariable,style,563
human,soln2,0181,unreadVariable,style,563
human,soln2,0212,variableScope,style,398
human,soln2,0261,noExplicitConstructor,style,398
human,soln2,0261,noExplicitConstructor,style,398
human,soln2,0261,useStlAlgorithm,style,398
human,soln2,0261,useStlAlgorithm,style,398
human,soln2,0105,shadowVariable,style,398
human,soln2,0110,unusedVariable,style,563
human,soln2,0110,unusedVariable,style,563
human,soln2,0110,unusedVariable,style,563
human,soln2,0157,constParameterReference,style,398
human,soln2,0268,returnStdMoveLocal,performance,
human,soln2,0268,unreadVariable,style,563
human,soln2,0268,unreadVariable,style,563
human,soln2,0163,functionConst,style,398
human,soln2,0163,invalidscanf,warning,119
human,soln2,0163,passedByValue,performance,398
human,soln2,0163,passedByValue,performance,398
human,soln2,0163,passedByValue,performance,398
human,soln2,0163,passedByValue,performance,398
human,soln2,0163,passedByValue,performance,398
human,soln2,0258,bitwiseOnBoolean,style,398
human,soln2,0155,unusedStructMember,style,563
human,soln2,0155,unusedStructMember,style,563
human,soln2,0155,unusedStructMember,style,563
human,soln2,0155,unusedStructMember,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0119,unusedVariable,style,563
human,soln2,0132,uninitMemberVar,warning,398
human,soln2,0132,uninitMemberVar,warning,398
human,soln2,0132,functionStatic,style,398
human,soln2,0132,noExplicitConstructor,style,398
human,soln2,0132,shadowVariable,style,398
human,soln2,0132,shadowVariable,style,398
human,soln2,0132,shadowVariable,style,398
human,soln2,0174,useStlAlgorithm,style,398
human,soln2,0245,functionConst,style,398
human,soln2,0245,noExplicitConstructor,style,398
human,soln2,0245,noExplicitConstructor,style,398
human,soln2,0245,noExplicitConstructor,style,398
human,soln2,0245,constStatement,warning,398
human,soln2,0245,constStatement,warning,398
human,soln2,0245,iterateByValue,performance,398
human,soln2,0245,uninitvar,error,457
human,soln2,0245,uninitvar,error,457
human,soln2,0245,uninitvar,error,457
human,soln2,0245,uninitvar,error,457
human,soln2,0245,uninitvar,error,457
human,soln2,0245,uninitvar,error,457
human,soln2,0245,uninitvar,error,457
human,soln2,0245,uninitvar,error,457
human,soln2,0245,uninitvar,error,457
human,soln2,0245,unusedStructMember,style,563
human,soln2,0245,ignoredReturnValue,warning,252
human,soln2,0245,ignoredReturnValue,warning,252
human,soln2,0245,passedByValue,performance,398
human,soln2,0245,passedByValue,performance,398
human,soln2,0161,useStlAlgorithm,style,398
human,soln2,0205,invalidscanf,warning,119
human,soln2,0205,variableScope,style,398
human,soln2,0205,variableScope,style,398
human,soln2,0167,noExplicitConstructor,style,398
human,soln2,0167,clarifyCalculation,style,783
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,passedByValue,performance,398
human,soln2,0167,constParameterPointer,style,398
human,soln2,0210,shadowVariable,style,398
human,soln2,0081,constVariableReference,style,398
human,soln2,0081,constVariableReference,style,398
human,soln2,0081,constVariableReference,style,398
human,soln2,0081,constVariableReference,style,398
human,soln2,0081,useStlAlgorithm,style,398
human,soln2,0221,shadowVariable,style,398
human,soln2,0190,uninitvar,warning,457
human,soln2,0190,unusedVariable,style,563
human,soln2,0172,unusedVariable,style,563
human,soln2,0241,uninitvar,warning,457
human,soln2,0063,unusedVariable,style,563
human,soln2,0216,shadowVariable,style,398
human,soln2,0046,invalidscanf,warning,119
human,soln2,0046,invalidscanf,warning,119
human,soln2,0189,unreadVariable,style,563
human,soln2,0189,unusedVariable,style,563
human,soln2,0189,unusedVariable,style,563
human,soln2,0189,unusedVariable,style,563
human,soln2,0189,unusedVariable,style,563
human,soln2,0189,unusedVariable,style,563
human,soln2,0189,unusedVariable,style,563
human,soln2,0272,variableScope,style,398
human,soln2,0272,shadowVariable,style,398
human,soln2,0247,noExplicitConstructor,style,398
human,soln2,0020,shadowVariable,style,398
human,soln2,0243,initializerList,style,398
human,soln2,0243,shadowVariable,style,398
human,soln2,0125,shadowVariable,style,398
human,soln2,0125,shadowVariable,style,398
human,soln2,0083,constVariable,style,398
human,soln2,0094,shadowVariable,style,398
human,soln2,0094,shadowVariable,style,398
human,soln2,0102,identicalInnerCondition,warning,398
human,soln2,0102,shadowVariable,style,398
human,soln2,0179,constParameterReference,style,398
human,soln2,0179,shiftTooManyBitsSigned,portability,758
human,soln2,0050,variableScope,style,398
human,soln2,0029,postfixOperator,performance,398
human,soln2,0029,postfixOperator,performance,398
human,soln2,0274,uninitvar,warning,457
human,soln2,0055,unreadVariable,style,563
human,soln2,0222,invalidscanf,warning,119
human,soln2,0222,invalidscanf,warning,119
human,soln2,0271,duplicateBranch,style,398
human,soln2,0073,uninitMemberVar,warning,398
human,soln2,0073,uninitMemberVar,warning,398
human,soln2,0073,functionConst,style,398
human,soln2,0073,functionConst,style,398
human,soln2,0073,noExplicitConstructor,style,398
human,soln2,0073,noExplicitConstructor,style,398
human,soln2,0073,shadowVariable,style,398
human,soln2,0073,shadowVariable,style,398
human,soln2,0073,shadowVariable,style,398
human,soln2,0053,zerodiv,error,369
human,soln2,0039,constParameterPointer,style,398
human,soln2,0160,constParameterReference,style,398
human,soln2,0160,constParameterReference,style,398
human,soln2,0160,constParameterPointer,style,398
human,soln2,0242,knownConditionTrueFalse,style,571
human,soln2,0242,useStlAlgorithm,style,398
human,soln2,0242,derefInvalidIteratorRedundantCheck,warning,825
human,soln2,0242,legacyUninitvar,error,457
human,soln2,0244,constVariableReference,style,398
human,soln2,0202,variableScope,style,398
human,soln2,0170,arrayIndexThenCheck,style,398
human,soln2,0204,variableScope,style,398
human,soln2,0204,unreadVariable,style,563
human,soln2,0204,unusedVariable,style,563
human,soln2,0250,variableScope,style,398
human,soln2,0250,shadowVariable,style,398
human,soln2,0225,postfixOperator,performance,398
human,soln2,0138,postfixOperator,performance,398
human,soln2,0176,invalidscanf,warning,119
human,soln2,0194,unusedVariable,style,563
human,soln2,0100,selfAssignment,style,398
human,soln2,0100,selfAssignment,style,398
human,soln2,0100,shadowVariable,style,398
human,soln2,0100,constVariablePointer,style,398
human,soln2,0017,unreadVariable,style,563
human,soln2,0017,unreadVariable,style,563
human,soln2,0017,unreadVariable,style,563
human,soln2,0017,unreadVariable,style,563
human,soln2,0131,invalidscanf,warning,119
human,soln2,0098,variableScope,style,398
human,soln2,0098,variableScope,style,398
human,soln2,0098,variableScope,style,398
human,soln2,0098,shadowVariable,style,398
human,soln2,0098,unusedVariable,style,563
human,soln2,0019,noExplicitConstructor,style,398
human,soln2,0019,noExplicitConstructor,style,398
human,soln2,0156,variableScope,style,398
human,soln2,0075,noExplicitConstructor,style,398
human,soln2,0075,useStlAlgorithm,style,398
human,soln2,0075,unreadVariable,style,563
human,soln2,0140,variableScope,style,398
human,soln2,0140,unreadVariable,style,563
human,soln2,0175,knownConditionTrueFalse,style,571
human,soln2,0175,knownConditionTrueFalse,style,571
human,soln2,0175,knownConditionTrueFalse,style,571
human,soln2,0175,invalidscanf,warning,119
human,soln2,0175,invalidscanf,warning,119
human,soln2,0175,invalidscanf,warning,119
human,soln2,0145,variableScope,style,398
human,soln2,0145,constParameterReference,style,398
human,soln2,0145,constParameterReference,style,398
human,soln2,0145,constParameterReference,style,398
human,soln2,0145,constParameterReference,style,398
human,soln2,0145,constParameterReference,style,398
human,soln2,0145,constParameterReference,style,398
human,soln2,0162,identicalConditionAfterEarlyExit,warning,398
human,soln2,0224,invalidPrintfArgType_sint,portability,686
human,soln2,0001,constVariableReference,style,398
human,soln2,0082,variableScope,style,398
human,soln2,0082,unreadVariable,style,563
human,soln2,0215,constParameterReference,style,398
human,soln2,0251,unusedVariable,style,563
human,soln2,0251,unusedVariable,style,563
human,soln2,0184,arrayIndexOutOfBoundsCond,warning,788
human,soln2,0184,missingReturn,error,758
human,soln2,0184,passedByValue,performance,398
human,soln2,0184,passedByValue,performance,398
human,soln2,0184,passedByValue,performance,398
human,soln2,0184,passedByValue,performance,398
human,soln2,0184,passedByValue,performance,398
human,soln2,0184,passedByValue,performance,398
human,soln2,0136,redundantInitialization,style,563
human,soln2,0136,shadowVariable,style,398
human,soln2,0136,shadowVariable,style,398
human,soln2,0136,shadowVariable,style,398
human,soln2,0136,constParameterReference,style,398
human,soln2,0136,constParameterReference,style,398
human,soln2,0092,shadowVariable,style,398
human,soln2,0275,knownConditionTrueFalse,style,571
human,soln2,0275,knownConditionTrueFalse,style,571
human,soln2,0211,invalidscanf,warning,119
human,soln2,0211,shadowVariable,style,398
human,soln2,0211,shadowVariable,style,398
human,soln2,0211,shadowVariable,style,398
human,soln2,0090,unreadVariable,style,563
human,soln2,0139,shadowVariable,style,398
human,soln2,0077,variableScope,style,398
human,soln2,0214,negativeIndex,error,786
human,soln2,0246,noExplicitConstructor,style,398
human,soln2,0246,invalidscanf,warning,119
human,soln2,0246,unreadVariable,style,563
human,soln2,0246,unreadVariable,style,563
human,soln2,0246,unreadVariable,style,563
human,soln2,0227,constVariable,style,398
human,soln2,0096,unreadVariable,style,563
human,soln2,0003,postfixOperator,performance,398
human,soln2,0003,postfixOperator,performance,398
human,soln2,0003,postfixOperator,performance,398
human,soln2,0255,negativeIndex,error,786
human,soln2,0255,shadowVariable,style,398
human,soln2,0253,shadowVariable,style,398
human,soln2,0253,checkCastIntToCharAndBack,warning,197
human,soln2,0005,useInitializationList,performance,398
human,soln2,0005,useInitializationList,performance,398
human,soln2,0005,useInitializationList,performance,398
human,soln2,0005,noExplicitConstructor,style,398
human,soln2,0005,knownConditionTrueFalse,style,571
human,soln2,0005,constParameterReference,style,398
human,soln2,0005,useStlAlgorithm,style,398
human,soln2,0005,useStlAlgorithm,style,398
human,soln2,0005,useStlAlgorithm,style,398
human,soln2,0038,variableScope,style,398
human,soln2,0038,shadowArgument,style,398
human,soln2,0038,shadowArgument,style,398
human,soln2,0038,shadowVariable,style,398
human,soln2,0038,uninitvar,warning,457
human,soln2,0038,uninitvar,warning,457
human,soln2,0038,uninitvar,warning,457
human,soln2,0070,invalidscanf,warning,119
human,soln2,0014,shadowVariable,style,398
human,soln2,0014,shadowVariable,style,398
human,soln2,0014,shadowVariable,style,398
human,soln2,0014,shadowVariable,style,398
human,soln2,0014,constVariableReference,style,398
human,soln2,0095,shadowVariable,style,398
human,soln2,0095,shadowVariable,style,398
human,soln2,0030,ignoredReturnValue,warning,252
human,soln2,0030,leakNoVarFunctionCall,error,772
human,soln2,0030,shadowVariable,style,398
human,soln2,0028,uninitvar,warning,457
human,soln2,0011,invalidscanf,warning,119
human,soln2,0208,uninitMemberVar,warning,398
human,soln2,0208,uninitMemberVar,warning,398
human,soln2,0208,functionConst,style,398
human,soln2,0208,invalidscanf,warning,119
human,soln2,0122,variableScope,style,398
human,soln2,0122,shadowVariable,style,398
human,soln2,0122,shadowVariable,style,398
human,soln2,0122,shadowVariable,style,398
human,soln2,0122,passedByValue,performance,398
human,soln2,0122,unreadVariable,style,563
human,soln2,0122,unusedVariable,style,563
human,soln2,0122,unusedVariable,style,563
human,soln2,0122,unusedVariable,style,563
human,soln2,0122,unusedVariable,style,563
human,soln2,0122,unusedVariable,style,563
human,soln2,0122,unreadVariable,style,563
human,soln2,0122,unusedVariable,style,563
human,soln2,0122,unusedVariable,style,563
human,soln2,0080,useStlAlgorithm,style,398
human,soln2,0080,useStlAlgorithm,style,398
human,soln2,0193,invalidScanfArgType_int,warning,686
human,soln2,0193,invalidScanfArgType_int,warning,686
human,soln2,0193,invalidScanfArgType_int,warning,686
human,soln2,0193,variableScope,style,398
human,soln2,0265,knownConditionTrueFalse,style,570
human,soln2,0006,shadowVariable,style,398
human,soln2,0006,shadowVariable,style,398
human,soln2,0006,shadowVariable,style,398
human,soln2,0006,shadowVariable,style,398
human,soln2,0006,shadowVariable,style,398
human,soln2,0006,shadowVariable,style,398
human,soln2,0006,shadowVariable,style,398
human,soln2,0048,invalidscanf,warning,119
human,soln2,0048,passedByValue,performance,398
human,soln2,0048,passedByValue,performance,398
human,soln2,0079,cstyleCast,style,398
human,soln2,0079,cstyleCast,style,398
human,soln2,0079,cstyleCast,style,398
human,soln2,0079,cstyleCast,style,398
human,soln2,0269,shadowVariable,style,398
human,soln2,0269,shadowVariable,style,398
human,soln2,0137,variableScope,style,398
human,soln2,0137,variableScope,style,398
human,soln2,0137,variableScope,style,398
human,soln2,0263,shadowVariable,style,398
human,soln2,0263,shadowVariable,style,398
human,soln2,0120,unreadVariable,style,563
human,soln2,0120,unreadVariable,style,563
human,soln2,0195,negativeIndex,error,786
human,soln2,0195,shadowVariable,style,398
human,soln2,0195,negativeContainerIndex,warning,786
human,soln2,0195,unreadVariable,style,563
human,soln2,0195,unreadVariable,style,563
human,soln2,0195,unreadVariable,style,563
human,soln2,0195,unreadVariable,style,563
human,soln2,0238,constParameterReference,style,398
human,soln2,0238,constVariableReference,style,398
human,soln2,0238,stlFindInsert,performance,398
human,soln2,0238,unreadVariable,style,563
human,soln2,0238,unusedVariable,style,563
human,soln2,0238,unreadVariable,style,563
human,soln2,0072,passedByValue,performance,398
human,soln2,0072,passedByValue,performance,398
human,soln2,0072,passedByValue,performance,398
human,soln2,0072,constVariable,style,398
human,soln2,0072,useStlAlgorithm,style,398
human,soln2,0107,variableScope,style,398
human,soln2,0206,uninitvar,warning,457
human,soln2,0010,functionConst,style,398
human,soln2,0010,noExplicitConstructor,style,398
human,soln2,0010,unreadVariable,style,563
human,soln2,0058,passedByValue,performance,398
human,soln2,0007,unreadVariable,style,563
human,soln2,0007,unreadVariable,style,563
human,soln2,0007,unreadVariable,style,563
human,soln2,0007,unreadVariable,style,563
human,soln2,0007,unreadVariable,style,563
human,soln2,0007,unreadVariable,style,563
human,soln2,0045,arrayIndexOutOfBounds,error,788
human,soln2,0045,arrayIndexThenCheck,style,398
human,soln2,0211,useStlAlgorithm,style,398
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0211,unreadVariable,style,563
human,soln2,0267,clarifyCondition,style,398
human,soln2,0267,redundantAssignment,style,563
human,soln2,0267,shadowVariable,style,398
human,soln2,0065,knownConditionTrueFalse,style,571
human,soln2,0065,unreadVariable,style,563
human,soln2,0065,unreadVariable,style,563
human,soln2,0065,unreadVariable,style,563
human,soln2,0065,unreadVariable,style,563
human,soln2,0065,unreadVariable,style,563
human,soln2,0065,unreadVariable,style,563
human,soln2,0073,shadowVariable,style,398
human,soln2,0095,unreadVariable,style,563
human,soln2,0095,unreadVariable,style,563
human,soln2,0095,unreadVariable,style,563
human,soln2,0095,unreadVariable,style,563
human,soln2,0095,unreadVariable,style,563
human,soln2,0095,unreadVariable,style,563
human,soln2,0095,unreadVariable,style,563
human,soln2,0095,unreadVariable,style,563
human,soln2,0095,unreadVariable,style,563
human,soln2,0095,unreadVariable,style,563
human,soln2,0147,shadowVariable,style,398
human,soln2,0147,unusedVariable,style,563
human,soln2,0237,variableScope,style,398
human,soln2,0237,variableScope,style,398
human,soln2,0237,variableScope,style,398
human,soln2,0237,incompleteArrayFill,portability,131
human,soln2,0141,constVariableReference,style,398
human,soln2,0141,useStlAlgorithm,style,398
human,soln2,0278,knownConditionTrueFalse,style,571
human,soln2,0278,variableScope,style,398
human,soln2,0132,selfAssignment,style,398
human,soln2,0115,uninitMemberVar,warning,398
human,soln2,0115,uninitMemberVar,warning,398
human,soln2,0115,uninitMemberVar,warning,398
human,soln2,0115,uninitMemberVar,warning,398
human,soln2,0115,constVariableReference,style,398
human,soln2,0115,constVariableReference,style,398
human,soln2,0115,stlFindInsert,performance,398
human,soln2,0115,useStlAlgorithm,style,398
human,soln2,0184,shadowVariable,style,398
human,soln2,0276,invalidscanf,warning,119
human,soln2,0072,shadowVariable,style,398
human,soln2,0215,ignoredReturnValue,warning,252
human,soln2,0215,ignoredReturnValue,warning,252
human,soln2,0215,passedByValue,performance,398
human,soln2,0215,passedByValue,performance,398
human,soln2,0215,passedByValue,performance,398
human,soln2,0087,invalidPrintfArgType_sint,warning,686
human,soln2,0087,unusedVariable,style,563
human,soln2,0223,shadowVariable,style,398
human,soln2,0161,passedByValue,performance,398
human,soln2,0161,passedByValue,performance,398
human,soln2,0161,unreadVariable,style,563
human,soln2,0161,unusedVariable,style,563
human,soln2,0161,unreadVariable,style,563
human,soln2,0161,unusedVariable,style,563
human,soln2,0161,unreadVariable,style,563
human,soln2,0161,unusedVariable,style,563
human,soln2,0161,unusedVariable,style,563
human,soln2,0161,unreadVariable,style,563
human,soln2,0108,variableScope,style,398
human,soln2,0108,variableScope,style,398
human,soln2,0108,variableScope,style,398
human,soln2,0108,variableScope,style,398
human,soln2,0213,shadowVariable,style,398
human,soln2,0148,variableScope,style,398
human,soln2,0148,unusedVariable,style,563
human,soln2,0148,unusedVariable,style,563
human,soln2,0256,variableScope,style,398
human,soln2,0256,unreadVariable,style,563
human,soln2,0027,invalidscanf,warning,119
human,soln2,0027,invalidscanf,warning,119
human,soln2,0233,internalAstError,error,
human,soln2,0016,shadowVariable,style,398
human,soln2,0265,shadowVariable,style,398
human,soln2,0100,invalidscanf,warning,119
human,soln2,0158,constVariable,style,398
human,soln2,0146,useStlAlgorithm,style,398
human,soln2,0146,useStlAlgorithm,style,398
human,soln2,0054,functionConst,style,398
human,soln2,0024,invalidscanf,warning,119
human,soln2,0024,shadowVariable,style,398
human,soln2,0024,constParameterPointer,style,398
human,soln2,0024,unreadVariable,style,563
human,soln2,0024,unreadVariable,style,563
human,soln2,0242,shadowVariable,style,398
human,soln2,0242,shadowVariable,style,398
human,soln2,0242,shadowVariable,style,398
human,soln2,0220,truncLongCastAssignment,style,197
human,soln2,0121,noExplicitConstructor,style,398
human,soln2,0085,variableScope,style,398
human,soln2,0085,variableScope,style,398
human,soln2,0086,invalidscanf,warning,119
human,soln2,0086,variableScope,style,398
human,soln2,0086,variableScope,style,398
human,soln2,0086,unusedVariable,style,563
human,soln2,0086,unusedVariable,style,563
human,soln2,0064,invalidscanf,warning,119
human,soln2,0064,variableScope,style,398
human,soln2,0064,variableScope,style,398
human,soln2,0026,noExplicitConstructor,style,398
human,soln2,0026,knownConditionTrueFalse,style,571
human,soln2,0026,knownConditionTrueFalse,style,571
human,soln2,0026,constVariableReference,style,398
human,soln2,0192,variableScope,style,398
human,soln2,0192,unreadVariable,style,563
human,soln2,0082,duplicateAssignExpression,style,398
human,soln2,0082,variableScope,style,398
human,soln2,0160,variableScope,style,398
human,soln2,0160,unusedVariable,style,563
human,soln2,0201,uninitMemberVar,warning,398
human,soln2,0201,uninitMemberVar,warning,398
human,soln2,0201,passedByValue,performance,398
human,soln2,0201,passedByValue,performance,398
human,soln2,0201,passedByValue,performance,398
human,soln2,0201,passedByValue,performance,398
human,soln2,0201,passedByValue,performance,398
human,soln2,0201,passedByValue,performance,398
human,soln2,0145,getsCalled,warning,477
human,soln2,0279,arrayIndexOutOfBoundsCond,warning,788
human,soln2,0279,clarifyCondition,style,398
human,soln2,0077,incompleteArrayFill,portability,131
human,soln2,0077,incompleteArrayFill,portability,131
human,soln2,0077,incompleteArrayFill,portability,131
human,soln2,0089,variableScope,style,398
human,soln2,0089,useStlAlgorithm,style,398
human,soln2,0089,unreadVariable,style,563
human,soln2,0089,unreadVariable,style,563
human,soln2,0114,internalAstError,error,
human,soln2,0005,shadowVariable,style,398
human,soln2,0023,arrayIndexOutOfBounds,error,788
human,soln2,0023,stlFindInsert,performance,398
human,soln2,0191,ignoredReturnValue,warning,252
human,soln2,0191,ignoredReturnValue,warning,252
human,soln2,0261,initializerList,style,398
human,soln2,0261,functionStatic,style,398
human,soln2,0261,functionStatic,style,398
human,soln2,0261,functionStatic,style,398
human,soln2,0261,functionStatic,style,398
human,soln2,0261,functionConst,style,398
human,soln2,0261,noExplicitConstructor,style,398
human,soln2,0261,constParameterPointer,style,398
human,soln2,0261,unreadVariable,style,563
human,soln2,0261,unreadVariable,style,563
human,soln2,0035,shadowVariable,style,398
human,soln2,0281,unreadVariable,style,563
human,soln2,0190,postfixOperator,performance,398
human,soln2,0209,arrayIndexOutOfBounds,error,788
human,soln2,0209,arrayIndexOutOfBounds,error,788
human,soln2,0081,bitwiseOnBoolean,style,398
human,soln2,0081,clarifyCondition,style,398
human,soln2,0081,clarifyCondition,style,398
human,soln2,0081,duplicateExpression,style,398
human,soln2,0181,stlFindInsert,performance,398
human,soln2,0135,invalidscanf,warning,119
human,soln2,0123,negativeIndex,error,786
human,soln2,0200,noExplicitConstructor,style,398
human,soln2,0093,shadowVariable,style,398
human,soln2,0001,functionConst,style,398
human,soln2,0001,functionConst,style,398
human,soln2,0001,noExplicitConstructor,style,398
human,soln2,0001,shadowVariable,style,398
human,soln2,0001,constVariableReference,style,398
human,soln2,0239,useStlAlgorithm,style,398
human,soln2,0119,arrayIndexOutOfBoundsCond,warning,788
human,soln2,0119,negativeIndex,error,786
human,soln2,0119,knownConditionTrueFalse,style,570
human,soln2,0119,variableScope,style,398
human,soln2,0119,variableScope,style,398
human,soln2,0119,passedByValue,performance,398
human,soln2,0119,passedByValue,performance,398
human,soln2,0232,variableScope,style,398
human,soln2,0232,unreadVariable,style,563
human,soln2,0144,uninitvar,warning,457
human,soln2,0144,uninitvar,warning,457
human,soln2,0055,negativeContainerIndex,warning,786
human,soln2,0055,uninitvar,warning,457
human,soln2,0055,unusedVariable,style,563
human,soln2,0055,unusedVariable,style,563
human,soln2,0055,unusedVariable,style,563
human,soln2,0055,unusedVariable,style,563
human,soln2,0170,passedByValue,performance,398
human,soln2,0170,passedByValue,performance,398
human,soln2,0170,passedByValue,performance,398
human,soln2,0196,shadowVariable,style,398
human,soln2,0196,unreadVariable,style,563
human,soln2,0196,unreadVariable,style,563
human,soln2,0228,unusedVariable,style,563
human,soln2,0228,unusedVariable,style,563
human,soln2,0228,unusedVariable,style,563
human,soln2,0228,unreadVariable,style,563
human,soln2,0228,unreadVariable,style,563
human,soln2,0228,unusedVariable,style,563
human,soln2,0228,unreadVariable,style,563
human,soln2,0112,constParameterReference,style,398
human,soln2,0112,unusedStructMember,style,563
human,soln2,0219,constParameterReference,style,398
human,soln2,0207,constVariablePointer,style,398
human,soln2,0076,assignBoolToFloat,style,704
human,soln2,0061,invalidscanf,warning,119
human,soln2,0111,constVariable,style,398
human,soln2,0157,noExplicitConstructor,style,398
human,soln2,0273,bitwiseOnBoolean,style,398
human,soln2,0273,clarifyCondition,style,398
human,soln2,0084,constParameter,style,398
human,soln2,0175,iterateByValue,performance,398
human,soln2,0175,iterateByValue,performance,398
human,soln2,0175,useStlAlgorithm,style,398
human,soln2,0175,useStlAlgorithm,style,398
human,soln2,0175,useStlAlgorithm,style,398
human,soln2,0175,useStlAlgorithm,style,398
human,soln2,0175,useStlAlgorithm,style,398
human,soln2,0175,useStlAlgorithm,style,398
human,soln2,0195,missingReturn,error,758
human,soln2,0195,uninitMemberVar,warning,398
human,soln2,0195,uninitMemberVar,warning,398
human,soln2,0195,functionConst,style,398
human,soln2,0195,functionConst,style,398
human,soln2,0195,functionStatic,style,398
human,soln2,0195,functionStatic,style,398
human,soln2,0195,functionStatic,style,398
human,soln2,0195,noExplicitConstructor,style,398
human,soln2,0195,missingOverride,style,
human,soln2,0195,missingOverride,style,
human,soln2,0195,missingOverride,style,
human,soln2,0195,missingOverride,style,
human,soln2,0195,missingOverride,style,
human,soln2,0195,passedByValue,performance,398
human,soln2,0195,passedByValue,performance,398
human,soln2,0195,constParameterReference,style,398
human,soln2,0195,constParameterReference,style,398
human,soln2,0195,constParameterReference,style,398
human,soln2,0195,constParameterReference,style,398
human,soln2,0195,constParameterReference,style,398
human,soln2,0018,variableScope,style,398
human,soln2,0243,constVariable,style,398
human,soln2,0243,constVariable,style,398
human,soln2,0227,variableScope,style,398
human,soln2,0037,constVariablePointer,style,398
human,soln2,0037,constVariablePointer,style,398
human,soln2,0037,checkCastIntToCharAndBack,warning,197
human,soln2,0068,unusedVariable,style,563
human,soln2,0217,passedByValue,performance,398
human,soln2,0182,variableScope,style,398
human,soln2,0182,uninitvar,warning,457
human,soln2,0083,shadowVariable,style,398
human,soln2,0083,unreadVariable,style,563
human,soln2,0083,unreadVariable,style,563
human,soln2,0169,uninitMemberVar,warning,398
human,soln2,0169,uninitMemberVar,warning,398
